vo_adv_1159001_002.m4a|ちょっと本気出して作ってみたんや～♪
vo_adv_2110009_056.m4a|攻撃魔法は、うちが防いだる！みらくるまほりん、くるりんぱ～♪
vo_adv_2110009_071.m4a|最高のタイミングやわぁ、カスミはん～っ♪
vo_adv_2110009_077.m4a|おしおきえ！マホマホメルヘンブロッサム～！！
vo_adv_2110009_083.m4a|……け、けど……街が……
vo_adv_2110009_090.m4a|……ノウェムはん……
vo_adv_2110099_008.m4a|でも……王子はんたちは、どないしたん？
vo_adv_2110099_012.m4a|……王子はんら、無事にユイはんを見つけられるとええけど……
vo_adv_2110099_020.m4a|あきまへんっ！
vo_adv_2110099_022.m4a|カオリはん、マコトはん！ノウェムはんのこと、捕まえたって！
vo_adv_2110099_031.m4a|まったくもう。ノウェムはん、ランドソルでのケガが治りきっとらへんのに無茶ばっかりして！
vo_adv_2110099_034.m4a|しばらくは絶対安静え！ぶぶ漬けやのうて、おかゆはんようけ食べさせたります！
vo_adv_2110099_043.m4a|うちらにも、使えるんやろか？その、防御魔法の応用っていうの。
vo_adv_2110099_045.m4a|ほな……一緒に考えてみまひょ。うちも、魔法の制御は勉強してるさかい。
vo_adv_5084003_001.m4a|王子はん、早朝パトロールの時間ですよ～♪約束してはりましたやろ～？
vo_adv_5084003_005.m4a|お医者さんは大丈夫や言うとっても、心配やわぁ。そや！　うちの魔法を試してみまひょ。みらくるまほりん──
vo_adv_5084003_010.m4a|ええ、よろしく頼みます。うちもちょいちょい、様子を見に来ますさかい。
vo_adv_5084003_055.m4a|そう硬くならんでもええですよ、シェフィはん。厳しい顔した人が街を歩いとったら、みんな怖がってまうからな。
vo_adv_5084003_060.m4a|あら、シェフィはんステップがきれいどすな～♪カオリはんの楽しい感じとは違って、きれ～な感じやわぁ。
vo_adv_5084003_063.m4a|シェフィはんのおかげで賑やかになってきましたなぁ。うちも踊ってみまひょ……♪
vo_adv_5084611_000.m4a|王子はん、いつまで寝てはるつもりやろ？もし、王子はんがこのままずっと起きひんかったら……あかん！　仮にだとしてもそんな話したらあかんよ。
vo_adv_5084611_001.m4a|昔から眠り続けるんはお姫はんの仕事、っていうのが相場というもんやで？　王子はん。
vo_adv_5084611_002.m4a|あんまり起きんかったらうちが王子はんになって目覚めのく、口づけを……
vo_adv_5085005_033.m4a|遅れてすんまへんなぁ、【自警団（カォン）】一同、到着どす。マコトはん、カオリはん、カスミはん。王子はんのためや。今日は思いっきり、暴れまひょ♪
vo_adv_5100000_000.m4a|～♪アーサーにガウェイン、ランスロットも、今日はよお晴れとるし、お庭で日光浴しまひょか。
vo_adv_5100000_001.m4a|お洋服や糸に傷んどるとこがないかも見て……
vo_adv_5100000_002.m4a|詰め物はどうやろ。まだふかふかふわふわやなぁ……♪でもそろそろ、丸洗いの時期やろか。
vo_adv_5100000_003.m4a|……え？　丸洗いやったら、あんまり秋が深くなる前がいい？そうやね♪　乾きが悪うて、風邪でも引いたら大変やもの。このお天気やと……明日も晴れどすなぁ。
vo_adv_5100000_004.m4a|おてんとうさまのご機嫌がええときに、みんなまとめてお洗濯やな♪うちがランドソルに来る前から、ずっと一緒におってくれた仲間やし。ずーっと一緒にいられるように、お手入れは怠りまへん。
vo_adv_5100000_005.m4a|一番古株のアーサーは、うちの初めてのお友達……ふふっ、懐かしおす♪
vo_adv_5100000_006.m4a|アーサーうちがあんさんのことを作ったのも、こんないいお天気の日やったわ。ふふ、ようく覚えてるんよ、うち。
vo_adv_5100000_007.m4a|うちがまだ小さかった頃のお話や。
vo_adv_5100000_008.m4a|セントールスのお屋敷におった頃な。うちはまだ子供やったけど、内気で弱虫な女の子やったの。
vo_adv_5100000_009.m4a|お友達もおらんし、家の中でお稽古事ばっかりの毎日やったわ。けどな、ある時……街でお話を聞かせるおじいはんに会うたんよ。
vo_adv_5100000_010.m4a|おじいはんは、世界中を旅してはったんよ。街角で子供たちにいろんなお話を聞かせて歩く旅人やったの。うちはその話を聞くんが楽しゅうて。毎日その人のところに通ったんやわ。
vo_adv_5100000_011.m4a|そしたらある日なあ……そのおじいはんが、これはとっておきのお話やって言うて……
vo_adv_5100000_013.m4a|あら、お客さんやろか。はーい、そないに焦った声でどないしたん？
vo_adv_5100000_015.m4a|あらまあ王子はん！？　おいでやす。それに、かいらしいお客さんや。でもすんまへんなあ、ここ、病院やのうて……うちもそのぷうきちはんは診られへんのやけど。
vo_adv_5100000_018.m4a|あら。王子はん、お知り合いなんやね？
vo_adv_5100000_020.m4a|サレンはんとこの……それはよろしゅうおたのもうします。うちはマホ姫。マホマホ王国のプリンセスどす♪
vo_adv_5100000_021.m4a|お初どす、ぷうきちはん。ケガしはったんどすか？　ここのとこ……
vo_adv_5100000_022.m4a|アヤネはんを守って戦わはったんやねえ。綿が抜けてしもたんやな。それで顔がへこんで……
vo_adv_5100000_029.m4a|サレンはんがそないにうちを頼ってくれはったんどすか？うちがどこまで修理……ううん、治療できるかは分からへんけどできる限りのことはさせてもらいまひょ。大切なお友達なんやろ。
vo_adv_5100000_030.m4a|ほなこちらへお入りやす、アヤネはん、ぷうきちはん、王子はん♪
vo_adv_5100000_031.m4a|さあ、これで出来上がりや。どうですやろ、ぷうきちはん♪
vo_adv_5100000_043.m4a|それは……うちの力やのうて、詰め物のおかげかもしれまへん。
vo_adv_5100000_045.m4a|詰め物はうちが前から持ってたもんやさかい。治療費も気にせんといておくれやす。アーサーたちにもおんなじものが入っとるんやけど……それは昔々、とあるお人にもらったものなんや。
vo_adv_5100000_046.m4a|実はな、この綿は……
vo_adv_5100000_048.m4a|最高やったわ！　うち、今日のお話が一番好き！その羊はんも、おじいはんのお話が大好きやったんやね。ふふふっ、うちとおんなじや♪
vo_adv_5100000_049.m4a|うち、怖がりでなかなか、お外には出られへんのやけど……
vo_adv_5100000_050.m4a|おじいはんのお話を聞いてるとな、お外の世界に行けるみたいな……行ってるような気持ちになるんどす。うちもいつか……どこかに行けるやろか。
vo_adv_5100000_051.m4a|羊はんも、住んでるとこから出かけられたらええなあ。うちも会ってみたいわ。もし会えたら、仲良うなれるやろか。
vo_adv_5100000_053.m4a|……うん。いつか、お友達になりたい。
vo_adv_5100000_055.m4a|……どないしたん？
vo_adv_5100000_057.m4a|……お礼？それは、うちが言うもんと違うやろか。
vo_adv_5100000_059.m4a|わあ……！　ふわふわで……きれいで、触り心地も最高や！わたあめみたいやけどさらさらしてて甘くなさそうやし、雲よりしっかりしてるような……
vo_adv_5100000_060.m4a|けど、その羊はんから分けてもらったんやったら、おじいはんの大事なものとちゃう？
vo_adv_5100000_062.m4a|おおきに、おじいはん。絶対羊はんのこと忘れへんって約束する！そんで……この綿で、うちぬいぐるみを作ってみようと思うねん。きっと、ええぬいぐるみになると思う！
vo_adv_5100000_064.m4a|……というわけでな。うちはもらった羊はんの綿を使おて、アーサーたちを作ったんよ。おじいはんの言う通り、今も最高のお友達や♪
vo_adv_5100000_066.m4a|えっ？
vo_adv_5100000_070.m4a|うちも詳しゅう分からへんの。けど、そやなあ。おじいはんは世界の果て……って、言うてはったわ。
vo_adv_5100000_072.m4a|すごく遠いとこにあるんやろなあ……そのうえ、深い森の中にある、大きな樹……うちには想像もつきまへん。
vo_adv_5100000_075.m4a|ぷうきちはんの言う通り、その綿はちゃーんと存在しますえ。けど、その羊はんがどこにいてはるのか……世界の果てがどこにあるのか……それはうちにも分からへん。
vo_adv_5100000_077.m4a|手掛かり、どすか？
vo_adv_5100000_080.m4a|せやな……！　少しずつでも手掛かりを繋げていけば、羊はんのことが、分かるかもしれまへん……！
vo_adv_5100000_082.m4a|うちも……？　うち、行っても大丈夫なんやろか……？
vo_adv_5100000_088.m4a|うちも、【自警団（カォン）】のみんなに話をせんとあきまへんなぁ。旅に出るようなら、留守番をお願いしておかへんと。
vo_adv_5100000_089.m4a|……王子はんは、どないします？
vo_adv_5100000_091.m4a|王子はんが来てくれるんなら、うちも心強いわ。早速準備にかかりまひょか！
vo_adv_5100000_092.m4a|まずは旅に出る前に、羊はんの情報を集めへんとあきまへんな。どこを探したらええやろか……
vo_adv_5100000_095.m4a|ほんならうちは、古道具屋さんに行ってみるわ。昔の道具を売ってるようなお店なら、古い地図とか、道具とか見つけられるかもしれまへんなぁ♪
vo_adv_5100000_099.m4a|地図、地図……どこかにないやろか……
vo_adv_5100000_101.m4a|それが、分からへんの。世界の果ての森に行きたいねんけど、そこまでの地図ってあるやろか？
vo_adv_5100000_103.m4a|おおきに。けど……これは森やなくて草原やし、こっちは大きな樹があれへん。どっちも違う気ぃするわぁ。
vo_adv_5100000_104.m4a|ここにもない……
vo_adv_5100000_105.m4a|こっちにも、あらへんみたい……
vo_adv_5100000_106.m4a|雑貨屋さんに古道具屋さん、いろんなお店を見てきたけど全然見つけられへんかったわ……
vo_adv_5100000_107.m4a|はぁ……どうしたらええんやろ？何にも手掛かりがないんやったら、羊はんを捜すなんて夢のまた夢になってしまうわ。
vo_adv_5100000_109.m4a|……あのー、あんさん、どないしはったん？さっきからひっきりなしにため息つかはって。うちで良ければ、わけを聞かせておくれやす。
vo_adv_5100000_111.m4a|世界中を旅して……？
vo_adv_5100000_113.m4a|何がありますのやろ？
vo_adv_5100000_115.m4a|そやなぁ。願い事は確かにありますけど、それを使えば叶うんどす？遠くにいる、大切な人に会いたいとかそんな願いも？
vo_adv_5100000_117.m4a|うーん……やめときます！そない怖そうな腕使わんでも、自分で行った方がよさそうや。
vo_adv_5100000_118.m4a|らくちんな方がええって考える人もおるかもしれへんけど、うちは自分の力で会いに行きたいわ。まだ一度も会うたことはないねんけど……
vo_adv_5100000_119.m4a|小さな頃から、お友達みたいに思っとった大切な存在なんよ。……あ！この、荷台の奥の方にあるのんはなんどす？
vo_adv_5100000_121.m4a|古地図……遠い国の……？なら、もしかして……王子はん！　これ！　この地図……！
vo_adv_5100000_122.m4a|おにいはん、うち、これ買います。売ってくれへんやろか。
vo_adv_5100000_124.m4a|お嬢はんかて、お姫はんかて……使い道がないなんてことはあらへんよ。うち、この地図をずうっと探しててん。
vo_adv_5100000_125.m4a|見とくれやす、王子はん。この森……それから大きな樹。間違いなく、世界の果ての森の地図や！
vo_adv_5100000_126.m4a|お願いや。うちに売ってくれまへんやろか……？あんさんの大切なもんやいうんはじゅうぶん理解しとります。けど、どうしても必要なんや。
vo_adv_5100000_130.m4a|いややぁ、大げさやわ。うちはマホ姫。マホマホ王国の、プリンセスや。よろしゅう頼んます。
vo_adv_5100000_133.m4a|そうどす。世界の果ての深い森の奥に住んではる、バロメッツ言う羊はんを捜しとって。何か、知りまへんやろか？
vo_adv_5100000_136.m4a|直接知っとるわけじゃあれへんけど……でも、会いに行くことに決めたんどす。
vo_adv_5100000_138.m4a|おおきに。大事に使わせてもらいます。ほなうちはこれで！
vo_adv_5100000_140.m4a|そういえば、アーサーを作ったときも、こんなふうやったわ。おじいはんに、バロメッツはんの綿をもらったとき……これは絶対に、ぬいぐるみを作るべきやって思いついたんやった。
vo_adv_5100000_141.m4a|これを使えば絶対にいいぬいぐるみができるって。アーサーも、そのあとに作ったガウェインたちも……最高のぬいぐるみになってくれた。
vo_adv_5100000_142.m4a|バロメッツはんがうちを導いてくれてる……そんな気がするわぁ。まだ出発もしてへんのに、ちょっとずつ近づいてるみたいな不思議な感じや……
vo_adv_5100000_145.m4a|うちが、おじいはんに聞いたお話とおんなじや！おじいはんにもらった綿も、ふわふわで雲みたいで触ると幸せな気分になったんよ。
vo_adv_5100000_150.m4a|どこかに行かはったとか、逃げはったとか、そういうんでもないんやろか……だとすると、羊はんらはもう……
vo_adv_5100000_151.m4a|うん！　……最後の一人、や！ほな、やっぱりそこに一人だけ残ってはるってことやんな！
vo_adv_5100000_152.m4a|もし、羊はんが今はいてはらへんとしても、行ってみたい……！
vo_adv_5100000_154.m4a|……会いに……うち、バロメッツはんに、会えるやろか。
vo_adv_5100000_155.m4a|…………
vo_adv_5100000_156.m4a|おじいはんが話しとった……ひとりぼっちの、羊はん。大きな、大きな木の上でずうっと待ってはるの……？
vo_adv_5100000_157.m4a|うちも、会いに行ける？
vo_adv_5100000_158.m4a|おじいはんに聞いたお話。小さい頃から、何度も何度も繰り返し思い出して……そんなバロメッツはんに、本当に会えるやなんて……
vo_adv_5100000_160.m4a|ふふふっ、心配いりまへん。もともとすぐに空想に耽ってしまうんがマホ姫やさかい。でも気ぃ使うてくれて、おおきに♪
vo_adv_5100000_162.m4a|うち、なんや楽しみになってきたわ。よろしゅうな、アヤネはん、ぷうきちはん。王子はん♪
vo_adv_5100001_000.m4a|…………伝説の、羊。
vo_adv_5100001_001.m4a|おじいはんに綿をもらって、アーサーを作ったのは……どうしてやったんやろ……なんや、不思議な気持ちになったんよ。これは、きっとぬいぐるみに入れるのにちょうどいいって。
vo_adv_5100001_002.m4a|えへへ……うちの勘どす♪けど、それは正しかったんやね。アーサーはとびきりの、うちの最初のお友達やもの。
vo_adv_5100001_003.m4a|とうとう、バロメッツはんのところに行かれるんやな。なんや、緊張するわ……
vo_adv_5100001_004.m4a|けど、王子はんと一緒なのはうれしいわぁ。おじいはんからバロメッツはんの話を聞かへんかったら、うち、王子はんとも出会えてなかったと思うんよ。
vo_adv_5100001_005.m4a|セントールスにおった頃、うちは怖がりで内気な子やったさかい、おうちでお稽古か絵本を読むかばっかりやったの。
vo_adv_5100001_006.m4a|けど、その羊はんの話を聞いてうちは、ちょっとだけ、お外のことが気になりはじめたんどす。
vo_adv_5100001_007.m4a|おじいはんが教えてくれたんやなぁ♪内気な女の子に、外の世界のこと。お外は楽しいことやきれいなもんが、ぎょうさんあるんよって。
vo_adv_5100001_008.m4a|だから、その時が来たらちゃんと勇気を出してみるんやで、って教えてもらったんや。
vo_adv_5100002_002.m4a|アヤネはん、待って待って。闇雲に進んでも、迷子になるだけや。森は遠いやろうし、まずは大まかな方角が分かれば……
vo_adv_5100002_010.m4a|ほな、ぷうきちはんを頼りに行きまひょか！方角、どちらどす？
vo_adv_5100002_013.m4a|……あ！　せやな！　王子はん。うちとぷうきちはんが手えを繋いでみたら……もしかしたら、もうちょっと強ぅ呼び合うことができるかもしれへん。
vo_adv_5100002_014.m4a|ぷうきちはんとうち、王子はんにアヤネはん。みんな手ぇ繋いで……ぷうきちはんに意識を集中しまひょ！
vo_adv_5100002_019.m4a|ほ、ほな行きますえ！みらくるまほりん──くるりんぱ―！
vo_adv_5100002_025.m4a|何かあったんどすか？　うちら、魔法で空から来たんや。人捜しの途中で寄らせてもらったんやけど……なんや、困ったことがあるなら聞かせとくれやす。
vo_adv_5100002_038.m4a|アヤネはん！　うちが少しだけ、岩を浮かしてみるわ！
vo_adv_5100002_039.m4a|せやからそれを、動かしてくれへん？
vo_adv_5100002_041.m4a|ほな、うちがちょっと岩を浮かしますさかい……王子はんも、手伝ってな！みんなで力を、あわせまひょ！
vo_adv_5100002_042.m4a|いきますえ。みらくるまほりん──……くるりんぱー！
vo_adv_5100002_043.m4a|ううっ……さすがに重い……けどっ……うちは、負けへん……！
vo_adv_5100002_047.m4a|うちも……！
vo_adv_5100002_049.m4a|……動い、た……？動いた！道が、通れるようになっとる！
vo_adv_5100002_054.m4a|すんまへん。うちら、先を急ぎますさかい……
vo_adv_5100002_058.m4a|おおきに。
vo_adv_5100002_061.m4a|バロメッツはん、おらへんかったねえ……
vo_adv_5100002_064.m4a|間違いなんて誰にでもあることや。さ、しょげてないで次に行きまひょ♪
vo_adv_5100002_068.m4a|そんな大切なもの、うちらに？
vo_adv_5100002_081.m4a|急がば回れって言いますやろ。焦らない焦らない。それに、簡単にたどり着けへんところが、伝説っぽくもあるやんなあ。
vo_adv_5100002_084.m4a|みらくるまほりん、くるりんぱー！
vo_adv_5100002_085.m4a|ここは……ムーサの町……名前聞いたことあるわ。なんや、明るい雰囲気で楽しそうなとこやねぇ♪流れてくる音楽で、尻尾がぴょこぴょこはねてしまいそうやわ。
vo_adv_5100002_087.m4a|どうなんやろねえ。今までのところはみんな、直接かかわりあれへんかったけど。
vo_adv_5100002_092.m4a|せやなあ。いろんなとこに行ってるなぁ♪うち、いろいろ見てまわれて楽しいわ。
vo_adv_5100002_093.m4a|それに……うちら、もともと行き先も分からんような旅立ち方をしとるんよ？　バロメッツはんがどこにいてはるか、分からへん以上、遠回りはしゃあないわ。
vo_adv_5100002_094.m4a|ぷうきちはんの責任やあらへんよ！
vo_adv_5100002_096.m4a|思い通りにいかへんのが旅ってもんやさかい。のんびり、いきまひょ♪……あれ？　どうしたん、王子はん。なんかありました？
vo_adv_5100002_097.m4a|ほんまや。人だかりができて……どないしたんやろ。
vo_adv_5100002_105.m4a|うちらも何か手伝えること、あらへんやろか。
vo_adv_5100002_107.m4a|あの、どないしはったんどす？
vo_adv_5100002_112.m4a|うち、手伝います！せめて公演ができるぐらいの状態まで修理しまひょ！
vo_adv_5100002_113.m4a|王子はん、馬車の修理を手伝っておくれやす。この、荷台がそのまま舞台になるみたいやから、これが直れば今晩の公演はできますやろ。
vo_adv_5100002_114.m4a|うちはぬいぐるみを直します！せっかく深い森を越えてやってきはったんや。まだ諦めんといてください！
vo_adv_5100002_116.m4a|あんさんは劇団の？　大変どしたなあ。少し休んどいてくれやす。うちらで、みんな直しますさかい。
vo_adv_5100002_123.m4a|うちも王子はんも、気張りますさかい♪きっと音楽劇、成功させまひょ！
vo_adv_5100002_135.m4a|じゃあ、バロメッツはんは、まだそこにいてるんやな！ひとりぼっちで……ほな、急いで行かへんと！
vo_adv_5100002_145.m4a|もちろんどす。会えなくても……会えなかったとしても、そこに行くまでは、うちは信じたい。見届けたわけやないなら、まだ諦めるんは早いんやないかと、うちは思います。
vo_adv_5100002_147.m4a|うちらは修理を手伝っただけどす♪けど、劇をやれるって判断したのはあんさんらやろ。
vo_adv_5100002_148.m4a|きっと、この世の中にダメなことなんて一つもありまへん。だから……うちは諦めへん。
vo_adv_5100002_149.m4a|木の上にバロメッツはんがいてはらへんとしても、きっと捜してみるさかい。
vo_adv_5100002_154.m4a|約束どす♪
vo_adv_5100003_000.m4a|ここは……セントールスや！うちの故郷なんよ。久しぶりやわ！
vo_adv_5100003_002.m4a|せや。うちも大好きな街どす♪けど……ここに、バロメッツはんに関する手掛かりがあるんやろか？確かにうちは、ここでバロメッツはんのことを知ったけど……
vo_adv_5100003_003.m4a|うーん、考えるのは後にしまひょか。うちの住んでたお屋敷があるさかい、寄って一休みしていきまひょ！
vo_adv_5100003_005.m4a|お父はんが子煩悩なんよ。それで箱入り娘になってもうた。お仕事で近くにはいられないことが多いから、余計かもしれへん。うちも離れとるさかい、なかなか会えへんのは申し訳ないんやけど。
vo_adv_5100003_006.m4a|小さい頃は内気な子やったから、心配かけてたんやろなあ。
vo_adv_5100003_008.m4a|ふふふ、そうですやろ。そんでお家に籠っとったんやけど……そん時にな、おじいはんにお話を聞いて、やっと外の世界に興味を持つようになったんや。
vo_adv_5100003_010.m4a|ふふっ、そうかもしれまへんなあ。
vo_adv_5100003_011.m4a|まだ会うたこともありまへんけど、ずうっと昔からこんなお友達がおったらええなって、思っとったんよ。お話を何度も繰り返しアーサーに聞かせてあげたりしてなぁ。
vo_adv_5100003_012.m4a|なにより……大きくなって、いつかどこかで羊はんに会うことがあったらお友達になってあげてほしい……そうおじいはんは言うてはったの。
vo_adv_5100003_013.m4a|まさか自分から会いに行くことになるとは思わへんかったけどな♪うちは約束したんよ。バロメッツはんと、きっとお友達になる、って。
vo_adv_5100003_016.m4a|大丈夫や、おじいはん。うち、ちゃんとバロメッツはんに会いに行くさかい。
vo_adv_5100003_017.m4a|ほんまは、ちょっと不安もあるけど。
vo_adv_5100003_025.m4a|近づいてきてるってことなんやな。
vo_adv_5100003_029.m4a|ほな、今日やるべきなんは情報収集やな。ここ、セントールスは獣人族の街。羊はんに関する情報も、ほかの街と違って手に入りやすいかもしれへん。
vo_adv_5100003_030.m4a|何より、うちはこの街で、おじいはんに綿をもらったんよ。きっと、何か大事な手掛かりが見つけられるはずや。
vo_adv_5100003_034.m4a|ううん。あんまり手掛かりは得られへんかったわ。アヤネはんとぷうきちはんは？
vo_adv_5100003_047.m4a|今日は元気を取り戻すために、一休みや！美味しいご飯も作るさかい、楽しみにしといてな♪
vo_adv_5100003_048.m4a|セントールスの名物料理、ランドソルではなかなか味わえへんからなあ。これも旅の醍醐味やろ？
vo_adv_5100003_050.m4a|ハーブやスパイスたっぷりで、疲れた体が元気になるさかい。美味しいものいただいて、明日からの旅に備えまひょ。
vo_adv_5100003_080.m4a|待っとくれやすー！
vo_adv_5100003_082.m4a|大事なもん忘れて取りに行っとったんよ。うちが小さい頃から大事にしてた、お茶のセットどす。
vo_adv_5100003_084.m4a|お友達と一緒にお茶の時間を楽しむようにって、お父はんが買うてくれたんやけど……今まであんまり出してあげられへんかったの。この旅では、使えるって思い出したんよ♪
vo_adv_5100003_085.m4a|この鞄はマホ姫特製魔法がかけてあるんよ。せやから重さは問題なしや♪
vo_adv_5100003_086.m4a|さ、気合入れて、出発や！
vo_adv_5100003_087.m4a|……アヤネはん？　どないしたん？
vo_adv_5100003_090.m4a|きゃあ！？　魔物や！　気ぃ付けて！
vo_adv_5100003_092.m4a|今度はうちが相手や！くるりんぱー！
vo_adv_5100003_096.m4a|にしても、強い魔物ばっかりや……それに、たくさん走って逃げたから、ここの場所も分からんようになってしまったんとちゃう？
vo_adv_5100003_102.m4a|…………アヤネはん。ずうっと、心配してはったん？
vo_adv_5100003_104.m4a|せやったんやね。けど、謝るのはうちの方どす。うちの話で、アヤネはんやぷうきちはんを巻き込んでしまったんや。堪忍しとくれやす。
vo_adv_5100003_105.m4a|けどな、うち気づいてもうたんよ。引き返す方が、みんな安全かもしれへん。けど……うち、一人やったらここまでたどり着けへんかったわあ、って。
vo_adv_5100003_106.m4a|アヤネはんやぷうきちはん、それに王子はん。みんながいてくれてようやく、うちはここに来れた。
vo_adv_5100003_107.m4a|あの大岩を動かしたときもそうや。みんなの力で、大きな岩を動かせたやろ。
vo_adv_5100003_108.m4a|ぷうきちはんのレーダーに、アヤネはんの行動力。うちら全員の力でようやく、や。この先もきっと、楽な道やないと思うねんけど……
vo_adv_5100003_109.m4a|うちは、やっぱりバロメッツはんに会いに行きたい。怖くないわけやないけど、それでも……ひとりっぼっちで怖い思いしてはるなら、助けに行きたい。
vo_adv_5100003_110.m4a|もしかしたらもう木の上にはいてはらへんのかもしれへんけど。それならそれで違うところを捜すだけどす！
vo_adv_5100003_111.m4a|せやから、よかったら、この先も……一緒に行ってくれへん？
vo_adv_5100003_115.m4a|ほな、気を取り直して、出発や！……って。迷ってることには変わりないんどすけど……ここの森、コンパスも使えへんみたいやし、どないしよう。
vo_adv_5100003_116.m4a|？　王子はん？もしかして……行きまひょ、アヤネはん！
vo_adv_5100003_118.m4a|さっきの魔物が暴れて……森が開けたんやね。それで隠れてた道が見通せるようになったんや！さすがどす、王子はん♪
vo_adv_5100003_120.m4a|うちら、あの上まで行くんどすなあ。
vo_adv_5100003_125.m4a|なんや、道が見つかったら、俄然元気が湧いてきたわ♪さあ、もうひと踏ん張り、気張りまひょ！
vo_adv_5100003_126.m4a|見といておくれやす、おじいはん。それに、バロメッツはんも……
vo_adv_5100004_000.m4a|おじいはんが聞かせてくれた、寂しがりの羊はんの話。
vo_adv_5100004_001.m4a|今も一人っきりで、待ってはるんやろうか……うちは、おじいはんとの約束を……ちゃんと、守れるんやろうか……
vo_adv_5100004_003.m4a|せやな。けど、ずいぶん進んできたはずと違う？ほら、下を見るとちょっと怖いくらいやわ。
vo_adv_5100004_007.m4a|ふう……日も暮れてきたし今日はこの辺で野営にしまひょか。
vo_adv_5100004_027.m4a|うち？……うちは……
vo_adv_5100004_028.m4a|そういえば、考えてまへんでしたわ……
vo_adv_5100004_029.m4a|ずうっと、バロメッツはんに会いたい、会いたいって思うてましたんやけど。
vo_adv_5100004_030.m4a|……ふふふ。不思議やねえ……けど。バロメッツはんの話を聞いたときから、お友達みたいに思ってたんや。せやから、ずうっと本当に会ってみたかったんやなあ。
vo_adv_5100004_031.m4a|王子はんは、なんで一緒に来てくれはったん？
vo_adv_5100004_033.m4a|地面が……今、うちらの立ってる足元が、大きく波打つみたいに揺れて……
vo_adv_5100004_036.m4a|わ、分からへんけど……！今はおとなしゅうしてるしかなさそうや……！
vo_adv_5100004_037.m4a|…………収まったみたいやね。
vo_adv_5100004_038.m4a|ここは、世界の果ての大樹や……うちらにはよう分からんような、不思議な現象が起こるもんなんやろか。それとも……
vo_adv_5100004_041.m4a|さ、ごはんの時間や！みんな、お腹すいとるやろ？
vo_adv_5100004_042.m4a|火おこしの魔法で……みらくるまほりん、くるりんぱ♪王子はんもアヤネはんも、明日に備えて英気を養っとくれやす。
vo_adv_5100004_043.m4a|……アヤネはん？何してはるの？
vo_adv_5100004_047.m4a|魔物か……獣の目の光やろなあ。
vo_adv_5100004_051.m4a|……そやなあ。
vo_adv_5100004_053.m4a|うちは、見回りや。魔法のほころびがないかどうか、念のため確認しとったんよ。大きい魔物はもちろん、小さい魔物に襲われても困るさかい。
vo_adv_5100004_055.m4a|どないしたん？
vo_adv_5100004_057.m4a|……なんか、言いたそうな顔してはるよ？
vo_adv_5100004_060.m4a|ええんよ。今はこうして一緒に旅が続けられてるんや。細かいことは気にせんときまひょ♪それにうちらは、もうお友達やと思っとりますえ。
vo_adv_5100004_062.m4a|それにな、一人では動けへんかったのは、うちも同じ。だからおあいこや。ひとりっぼっちでは、誰だってうまくいかへんものなのかもしれへんね。
vo_adv_5100004_064.m4a|いつだって行ける、と思いますやろ？けどなぁ、そうもいかへんみたいなんや。
vo_adv_5100004_065.m4a|うちも、今はこんなふうにギルドマスターなんてやらせてもろてるけど、本当は意気地なしで怖がりなんよ。
vo_adv_5100004_067.m4a|内気なマホ姫は、セントールスを出てランドソルに行くときも、一歩を踏み出す勇気はなかなかあらへんかったし。
vo_adv_5100004_068.m4a|バロメッツはんに会うためならいつだって出かけられたはずやのに……今になってしまった。
vo_adv_5100004_069.m4a|アヤネはんが、会いに行こって、言うてくれへんかったら、うちはずうっと、行動には移せへんかったと思うんよ。
vo_adv_5100004_070.m4a|せやからうち、今、ものすごい楽しいねん。王子はんやアヤネはん、ぷうきちはんと、いろんな場所を旅することができて、本当に楽しくて……
vo_adv_5100004_071.m4a|うちがここにいられるのは、アヤネはんのおかげや。
vo_adv_5100004_073.m4a|うちだけではできひんこと、いっぱいあるねん。ふふ、うちにもよう、分からへんわ。
vo_adv_5100004_074.m4a|けど、確かなこともあるやろ？
vo_adv_5100004_076.m4a|こうして、一緒に旅してること。うちだけでも、アヤネはんだけでも。ぷうきちはんだけでも……それに、王子はんだけでも、たぶんできひんことなんや。
vo_adv_5100004_077.m4a|せやから……おおきにな！
vo_adv_5100004_079.m4a|「ありがとう」っていう意味。うちはみんなで旅ができること、アヤネはんに感謝しとる。
vo_adv_5100004_080.m4a|……おおきにな。
vo_adv_5100004_082.m4a|そうやろ。おじいはん。
vo_adv_5100004_083.m4a|おじいはんは……うちがバロメッツはんと似てるって、そう思ってバロメッツはんのお話を、してくれはったんやな。
vo_adv_5100004_084.m4a|だから今度は、うちがバロメッツはんに……
vo_adv_5100004_087.m4a|心配いらへんよ。ここにはぷうきちはんも王子はんもいてはるし。うちの魔法もあるさかい。
vo_adv_5100004_088.m4a|バロメッツはん……無事でいておくれやす。
vo_adv_5100005_000.m4a|やっ……と……
vo_adv_5100005_004.m4a|けど、ずっと昔からある森なんやろね。木肌も苔むして……静かなところやなあ。
vo_adv_5100005_005.m4a|あの辺りなんて、ハンモックつるしたらお昼寝にちょうどよさそうや。な、王子はん。
vo_adv_5100005_006.m4a|ほなお茶会もできるなあ。ティーセットでも出しまひょか。
