vo_adv_1027009_000.m4a|…………
vo_adv_5070002_034.m4a|そう、ですか……妙案だと思ったのですが。
vo_adv_5070002_037.m4a|……？　私には聞こえませんでしたが。気のせいでは？
vo_adv_5070002_040.m4a|……私にも聞こえました。まさか、本当に幽……
vo_adv_5070002_042.m4a|……違いますね。この声、すごく聞き覚えがありますわ。
vo_adv_5070002_043.m4a|……やはり。
vo_adv_5070002_050.m4a|こちらはシズルさんです。お姉ちゃんというのは妄言の一種なので気にしないでください。
vo_adv_5070002_052.m4a|同じギルドのメンバーです。あなたたちはここで何をしていたのですか？
vo_adv_5070002_054.m4a|まさか、ナナカさんも{player}様へ貢ぎ物として……
vo_adv_5070002_060.m4a|アンナさんが絡むと余計にややこしくなるのでその話は広げないでください。あくまでシズルさんの妄言ですから。
vo_adv_5070002_062.m4a|少し静かにしていてください。しかし困りましたね……まさかライバルが登場するとは。ここは多少手荒な真似をしても排……
vo_adv_5070002_069.m4a|それは……致し方ありませんね。
vo_adv_5070002_075.m4a|別に怒ってなどいませんわ。それに、まだ探していない場所があるではないですか。
vo_adv_5070002_077.m4a|そもそも、{player}様が持つにふさわしい獲物がこんな入り口にいてたまるものですか。奥です。もっと森の奥を探しましょう。
vo_adv_5070002_079.m4a|行きますよ。
vo_adv_5070002_085.m4a|消えなさい。
vo_adv_5070002_086.m4a|まったく……私が狙っているのはこのような小物ではないというのに……
vo_adv_5070002_093.m4a|ここなら大きい獲物が捕れるはずですわ。
vo_adv_5070002_096.m4a|ああ、ちょうどいいところに薬草がありましたわ……
vo_adv_5070002_098.m4a|えぇ、これを燻すと強い魔物が寄ってくるのです。
vo_adv_5070002_105.m4a|やはり{player}様が持つにはこれくらい大きくないといけませんわ。
vo_adv_5070002_109.m4a|ふん、虫けら風情が歯向かおうというのですか？
vo_adv_5070002_112.m4a|クスクス……道具を言い訳にするならシズルさんはそこで見ていてください。
vo_adv_5070002_116.m4a|さすがシズルさん。抜かりありませんわね。さすがですわ。私も全力でサポートいたします。
vo_adv_5070002_119.m4a|私たちの運命の前にひざまずくがいいですわ！
vo_adv_5070002_121.m4a|ふぅ、なんとか無事に捕まえられましたわね。
vo_adv_5070002_130.m4a|なんです？　これは。
vo_adv_5070002_132.m4a|何をおかしなことを言うのですか。カブトムシが鳴くわけありません。
vo_adv_5070002_136.m4a|クスクス、そのように貧弱な体で何ができるというのでしょう……安心しなさい。あなた方の親は私が責任を持ってきちんと調教して差し上げます……
vo_adv_5070002_137.m4a|逃がす、ですか？せっかく捕まえたというのに……
vo_adv_5070002_138.m4a|……！！まさかあなた様はこのような虫けらにまで情けを！なんと寛大なお心！
vo_adv_5070002_146.m4a|しかし……このままでは{player}様がカブトムシバトルに参加できませんわ。
vo_adv_5070002_148.m4a|なるほど。名案ですわ。
vo_adv_5070002_150.m4a|とても名残惜しいですが、私たちはこれで失礼いたします。今日はもう遅いですから早くお休みになってくださいね。
vo_adv_5070003_000.m4a|あなた様、活きがいい朝顔を森で見かけたので狩ってまいりました。観察日記にはうってつけですよ。
vo_adv_5070003_002.m4a|違います。こちらが食べるのはねずみなどの小動物です。害獣駆除に人気と聞きました。
vo_adv_5070003_004.m4a|見た目が、その、かわいらしかったので……
vo_adv_5070003_007.m4a|本って、手書きのノートではないですか。なんです、これは？
vo_adv_5070003_009.m4a|本人にそれを読ませて何の感想を言えと……とりあえずこのノートは私が責任を持って預からせていただきます。貴重な情報ありがとうございます。
vo_adv_5070003_011.m4a|読書感想文は後回しにして本日はドリルを片づけてしまいましょう。
vo_adv_5070003_013.m4a|待ってくださいシズルさん。それでは{player}様のためになりません。
vo_adv_5070003_014.m4a|３人で順番に朗読いたしましょう。
vo_adv_5070003_017.m4a|そしてこちらがあなた様のために作り上げた貯金箱になります。
vo_adv_5070003_019.m4a|作り物とはいえあなた様に穴をあけることなどできなかったので、あなた様の前に貨幣を置き、奉納する形式となります。
vo_adv_5070003_021.m4a|えぇ、貯めるだけで使うことができなくなってしまいますが、それ以上のご利益があるはずですわ。
vo_adv_5070003_022.m4a|そんな！？
vo_adv_5070003_024.m4a|お待ちしておりました。
vo_adv_5070003_026.m4a|懸命なお姿を見て、私たちは思いました……あなた様をもっと成長させて差し上げたい、と……
vo_adv_5070003_030.m4a|また海に行こうと思ったのですが、今回はより安全に、しかしより厳しく特訓していただくため、プールに行こうと思います。
vo_adv_5070003_033.m4a|ですが、これも{player}様のため……
vo_adv_5070003_038.m4a|シズルさん、流されてはいけません。心を鬼にするとおっしゃっていたではないですか。
vo_adv_5070003_043.m4a|そのやり取りはもういいですわ。私はエリコで、こちらはシズルさん。シズルさんと{player}様は赤の他人です。
vo_adv_5070003_048.m4a|よろしくお願いします。エ、エリエリ……？
vo_adv_5070003_053.m4a|えぇ。きちんとご自分の力で取り組まれました。私たちがその証人ですわ。
vo_adv_5070003_055.m4a|何か……？
vo_adv_5070003_059.m4a|ま、まさか、この方もあなた様のクラスメイトなのですか？
vo_adv_5070003_061.m4a|せ、先生……それでは{player}様がお世話になっている方なのですね。
vo_adv_5070003_063.m4a|いえ、私たちは遊びに来たのではありません。{player}様の泳ぎの特訓に来たのです。
vo_adv_5070003_076.m4a|その前に聞きたいことが……ああ、行ってしまいましたわ。
vo_adv_5070003_082.m4a|わ、私も参りますわ……！
vo_adv_5070003_087.m4a|……おかしいですわ。
vo_adv_5070003_089.m4a|私たちは泳ぎの練習をしに来たはずなのに……いつの間にかシズルさんも一緒に遊んでいますし……
vo_adv_5070003_091.m4a|そう、ですね。海で見たときより、上達している気もします。それに……楽しそうですわ。
vo_adv_5070003_093.m4a|そんなことはありませんわ！ただ、うまく言えないのですが、何かが違う気がして。
vo_adv_5070003_097.m4a|そんなことありません。とても参考になりました。さすが{player}様の先生ですわ。
vo_adv_5070003_100.m4a|ありがとうございます、イオさん。いえ、イオ先生。
vo_adv_5070003_102.m4a|ちゃん……いえ、ですが……
vo_adv_5070003_104.m4a|イオ、ちゃん。
vo_adv_5070003_107.m4a|わかりました。イオ……ちゃん。
vo_adv_5070003_113.m4a|イオちゃん。こちらの片づけは終わりましたわ。
vo_adv_5070003_115.m4a|……？　あちらに何が……
vo_adv_5070003_127.m4a|…………
vo_adv_5070003_129.m4a|い、いえ。ただ花火を楽しむ{player}様に見惚れていただけですわ。
vo_adv_5070003_133.m4a|残り、少ない……
vo_adv_5070003_135.m4a|そ、そうですわね！{player}様に最高の夏休みを！
vo_adv_5070004_000.m4a|どうしましょう、シズルさん。このままでは夏休みが終わってしまいますわ……
vo_adv_5070004_002.m4a|{player}様との幸せな時間を終わらせるなんて……考えたくもありません……
vo_adv_5070004_004.m4a|大切なものは失ってから気付くと言いますが、幸い私たちはその前に気付けました。何か手があるはずですわ……
vo_adv_5070004_006.m4a|ずっと……続く……終わらない夏休み……ああ、なんだ。簡単な手段があるではないですか……クスクス……
vo_adv_5070004_008.m4a|クスクス……シズルさんも同じ結論にたどり着いたようですわね……そうと決まればさっそく行動に移しましょう。
vo_adv_5070004_010.m4a|サプライズをお届けしますわ。
vo_adv_5070004_012.m4a|えぇ！
vo_adv_5070004_013.m4a|あなた様は私たちに身を任せてくだされば大丈夫ですわ……
vo_adv_5070004_015.m4a|着きましたわ。足元にお気を付けください。
vo_adv_5070004_018.m4a|無人島ですわ。
vo_adv_5070004_020.m4a|もうあなた様に言いたくもないお別れを言う必要もございません。ずっとあなた様と夏休みを過ごすことができますわ。
vo_adv_5070004_022.m4a|ああ、申し訳ありません{player}様……ここに来るまで何も食べていませんでしたね。
vo_adv_5070004_026.m4a|しかし、本当にこの魔物は食べられるのですか？
vo_adv_5070004_029.m4a|お待ちください。調理なら私たちがいたしますよ。
vo_adv_5070004_030.m4a|魔物を海水に浸しておられますが、塩味が欲しかったのですか？
vo_adv_5070004_032.m4a|どこでこのような知識を……ああ。あなた様のギルドはもともとそのような活動をされていましたね。
vo_adv_5070004_033.m4a|そんな！　あなた様のお手を煩わせるわけには……
vo_adv_5070004_035.m4a|ハッ！？　それはなんと耐え難い誘惑……あなた様、お願いしてもよろしいでしょうか？
vo_adv_5070004_037.m4a|こんなに幸せなことがあってよいのでしょうか……
vo_adv_5070004_040.m4a|本当に……魔物がこんな上質な料理になるなんて驚きですわ。
vo_adv_5070004_042.m4a|しかし、あれだけ素晴らしい料理に見合うだけのお返し……
vo_adv_5070004_046.m4a|……巣。
vo_adv_5070004_049.m4a|えぇ！　必要不可欠なものですわ！
vo_adv_5070004_051.m4a|あなた様が住むにふさわしい立派な家を建ててみせますわ！
vo_adv_5070004_052.m4a|あなた様にこれだけ素晴らしい手料理を頂いたのです。何倍、いえ、何百倍にしてお返ししなければ気が済みません。
vo_adv_5070004_054.m4a|材木の調達ですわ！！
vo_adv_5070004_062.m4a|おかしいですわ……切りたいだけなのになぜか粉々になってしまいます……
vo_adv_5070004_063.m4a|ああ、木の破片が刺さったようですね。このくらいなんともありません。
vo_adv_5070004_064.m4a|そんなことより私たちの家を建てる方が先ですわ。
vo_adv_5070004_065.m4a|そんな……！　お手を煩わすなんて……！手当てなら自分で……あら？あなた様、どうしてそんなに手際がよいのですか？
vo_adv_5070004_066.m4a|ミツキさんと私たちの……？そう、ですか……
vo_adv_5070004_067.m4a|いえ！　とてもお上手ですわ！ただ、その、少しだけ、ランドソルにいる患者たちのことを思い出してしまって……
vo_adv_5070004_068.m4a|いけませんね。今はあなた様のことだけ考えなければ！！
vo_adv_5070004_069.m4a|さぁ、どんどん木を切り倒していきましょう！次こそは粉々にしませんわ！
vo_adv_5070004_071.m4a|不甲斐ない私たちをお叱りください……
vo_adv_5070004_073.m4a|そうですわ……私たちはこの島で暮らしていくのです。
vo_adv_5070004_075.m4a|あなた様には申し訳ありませんが、家が完成するまではテントで寝泊まりすることにいたしましょう。
vo_adv_5070005_001.m4a|愛ですわ！
vo_adv_5070005_003.m4a|あなた様を惨めな家に住まわせるわけにはいきませんもの。これくらい当然ですわ。
vo_adv_5070005_005.m4a|それに、想像よりも時間が掛かってしまいましたわ……
vo_adv_5070005_007.m4a|あなた様……
vo_adv_5070005_009.m4a|えぇ！　あなた様に最高の夏休みをお届けしますわ！
vo_adv_5070005_011.m4a|さっそく食材の調達に参りましょう。
vo_adv_5070005_013.m4a|クスクス……シズルさん、ずいぶんと大きな獲物を仕留められましたね。
vo_adv_5070005_015.m4a|そんなことはありませんわ……シズルさんの大きさと比べたら私など……
vo_adv_5070005_016.m4a|……！　まだ息があったとは！
vo_adv_5070005_018.m4a|ありがとうございます。助かりましたわ。
vo_adv_5070005_019.m4a|私たち二人があなた様へ贈る、
vo_adv_5070005_022.m4a|こちらは私に襲い掛かってきた愚かなイノシシ！！
vo_adv_5070005_024.m4a|クスクス。何をおっしゃっているんですか。シズルさんにはまだまだ隠し玉がありますよね？
vo_adv_5070005_026.m4a|それでは一斉にお披露目いたしましょうか。
vo_adv_5070005_029.m4a|私が狩ったのは森で暴れまわってた巨大熊！！
vo_adv_5070005_031.m4a|楽しみにしていてください。
vo_adv_5070005_032.m4a|ふぅ……これで完成ですわ。さぁ、あなた様。
vo_adv_5070005_034.m4a|どう、でしょうか……？
vo_adv_5070005_036.m4a|料理はまだまだありますからね。どんどん食べてください。こちらも召し上がってください。あ～ん。
vo_adv_5070005_039.m4a|あなた様が食べさせてくれるということですか？
vo_adv_5070005_041.m4a|私、もうここで死んでも構いませんわ……
vo_adv_5070005_043.m4a|はぁ……{player}様に食べさせていただく料理があんなにおいしいなんて……
vo_adv_5070005_045.m4a|えぇ、まったくです。でも私たちにはまだやらなければいけないことがありますから。
vo_adv_5070005_047.m4a|あなた様に最高の夏休みを……
vo_adv_5070005_050.m4a|そんなこと……
vo_adv_5070005_055.m4a|やることは一つ、ですわね。
vo_adv_5070005_057.m4a|ああ……寝ぼけているあなた様も素敵ですわ……
vo_adv_5070005_059.m4a|帰りましょう、あなた様……
vo_adv_5070005_061.m4a|それにしても……作るのはあれだけ大変だったのに……壊れるのは一瞬ですね……
vo_adv_5070005_063.m4a|家だって作れたのです。筏なんて造作もないですわ。
vo_adv_5070005_064.m4a|さぁ、行きましょう！全速力であなた様を送り届けますわ！
vo_adv_5070005_066.m4a|持ち帰れなかったのが残念ですわ。あなた様にフカヒレをご馳走できるところでしたのに……
vo_adv_5070005_068.m4a|誰をお誘いしましょう……やはりあなた様と同じ学校の……
vo_adv_5070005_070.m4a|ああ、ミサキさん。ちょうどよいところに。あなたも一緒に{player}様と楽しい夏休みを過ごしましょう。
vo_adv_5070006_000.m4a|{player}様の宿題の進み具合を見る限り、提出期限に間に合うのはどう考えても……
vo_adv_5070006_002.m4a|そうですね。あなた様の夏休みを台無しにするなど許されませんわ。
vo_adv_5070006_004.m4a|何か、{player}様のためにできることは……
vo_adv_5070006_006.m4a|夏休みを……
vo_adv_5070006_008.m4a|やりましょう。
vo_adv_5070006_011.m4a|そうですね。私たちはお暇させていただきます。あなた様が宿題を完遂させること、信じておりますわ。
vo_adv_5070006_014.m4a|クスクス……愚問ですわ……
vo_adv_5070006_017.m4a|あなた様、どうかご健勝で……さようなら。
vo_adv_5070006_024.m4a|出ていきません。
vo_adv_5070006_027.m4a|もし始めようと言うなら、この学校を破壊します！
vo_adv_5070006_029.m4a|構いませんわ。どんな敵が来ようと私たちは要求を貫き通すだけです。
vo_adv_5070006_037.m4a|そんな大げさな……要求を呑んでくれさえすれば何もいたしませんのに……
vo_adv_5070006_048.m4a|だから……ここは通しません、わっ！
vo_adv_5070006_052.m4a|そんな……始業式を始めさえしなければ、何もしないのに……
vo_adv_5070006_055.m4a|さぁ……？100から先は数えていませんわ……
vo_adv_5070006_057.m4a|倒れるなら倒れて構いませんよ。あとは私がなんとかしますから。
vo_adv_5070006_059.m4a|な、何を！　私はそんなつもりで言ってませんわ！
vo_adv_5070006_062.m4a|私たちはただ{player}様の時間を稼ぐだけです！
vo_adv_5070006_065.m4a|足音は……！
vo_adv_5070006_068.m4a|あなた様……！
vo_adv_5070006_071.m4a|えぇ……名残惜しいですが、私たちのプロデュースも終わりですわ……
vo_adv_5070007_001.m4a|【王宮騎士団（NIGHTMARE）】の皆さまごめんなさいを兼ねたバーベキューパーティーを開催したいと思います。
vo_adv_5070007_002.m4a|それでは……
vo_adv_5070007_013.m4a|迷惑を掛けたお詫びとして、私たちが【王宮騎士団（NIGHTMARE）】の訓練に参加しているのです。
vo_adv_5070007_016.m4a|あなた方は{player}様と夏休みを楽しんだ仲間ですから。
vo_adv_5070007_020.m4a|それは……そうですね。ぜひみんなで一緒に遊びましょう。
vo_adv_5070007_023.m4a|わかりましたわ。皆さまは存分に楽しんでください。今日は私たちがもてなしますので。それでは。
vo_adv_5070007_035.m4a|まさか{player}様以外をもてなす日が来るなんて、考えもしませんでしたわ。
vo_adv_5070007_037.m4a|独占するだけでは見られない{player}様……きっとほかにもまだ私たちが知らないお姿があるのでしょうね。
vo_adv_5070007_039.m4a|こうして少し離れたところから見る{player}様もまた素敵ですわ……
vo_adv_5070007_041.m4a|遠くから見るあのおかたも素敵ですが、それ以上に素晴らしいのは……
vo_adv_5070007_043.m4a|……ですわ。それを譲る気はありませんが、でもたまにはこうして一歩引いて眺めるのも悪くないかもしれません。
vo_adv_5070007_047.m4a|ですね。一番近くは譲りませんけどね……クスクス……
vo_adv_5070101_002.m4a|何やら大量の宿題に戸惑われているご様子ですが、宿題ごときに邪魔をされるわけにはいきません。
vo_adv_5070101_004.m4a|宿題もこなし、ともに夏休みを楽しむには……
vo_adv_5070101_007.m4a|私たちが……
vo_adv_5070101_011.m4a|あなた様に忘れられない夏休みを……
vo_adv_5070203_000.m4a|どうやら一区切り付いたようですね……
vo_adv_5070204_000.m4a|どうやら{player}様は覚悟を決めて新しい宿題に取り組まれるようです……
vo_adv_5070301_001.m4a|シズルさん、私たちにできることをいたしましょう。すべてはあのおかたのため……
vo_adv_5070302_001.m4a|直接お手伝いできないのがもどかしいですわ……
vo_adv_5070308_000.m4a|ああ……あのおかたの宿題を解く速度がどんどん上がっていきますわ……
vo_adv_5070308_002.m4a|このままあのおかただけを見ていたいですわ……
vo_adv_5070308_004.m4a|私たちには私たちのやるべきことがある、ですよね。
vo_adv_5070321_001.m4a|いよいよ苦手な科目に挑戦されるのですね……
vo_adv_5070321_003.m4a|私は食後のデザートを作りましょう……疲れた頭に染み渡る、お砂糖たっぷりの……
vo_adv_5070321_005.m4a|ならば私はあのおかたがぐっすり眠れるように特製のアロマを調合しましょう……
vo_adv_5070322_000.m4a|ああ……あのおかたがとても苦しそうな顔を……
vo_adv_5070322_002.m4a|そうですね……もうお休みになってもよいのではないでしょうか……
vo_adv_5070323_001.m4a|もう宿題など止めて………と、これまでの私なら言ったでしょう。
vo_adv_5070323_003.m4a|この戦いを乗り越えることこそがあのおかたのため。であるならば……全力でお守りするのみ。
vo_adv_5070402_001.m4a|あのお顔は……ついになし遂げたのですね……
vo_adv_5070402_003.m4a|宿題というものがなぜあるのか理解できませんでしたが、存外悪くないものですね……
vo_adv_5070402_005.m4a|無事に宿題も終わったことですし……
vo_adv_5070404_000.m4a|あのおかたは順調に宿題を片付けているのです……
vo_adv_5070404_001.m4a|私が手を止めるわけにはいきません……向かってくるものは……すべて……
vo_adv_5070405_001.m4a|私たちも負けていられませんわね……
vo_adv_5070411_001.m4a|あなた様とともにやりたいことに終わりはありませんが、私にとっても大切なことに気付けるよい夏休みでした……
vo_adv_5084001_036.m4a|あなた様！　あなた様のエリコでございます！聞こえていらっしゃいますか？ああ……運命の伴侶たる私の声が届かないとは……
vo_adv_5084001_037.m4a|でもご安心ください、あなた様。私が調合してきたこのお薬があれば、すぐに目を覚ますはず……クスクス……すこし刺激臭がしますが……よく効きますわ……♪
vo_adv_5084001_047.m4a|さぁあなた様。こちらをお飲みになってください。クスクス……エリコの愛が詰まったお薬です。あら、眠ったままでは飲めませんわね……でしたら、口移しで……
vo_adv_5084626_000.m4a|ああ、なんてことでしょう……あなた様がいまだ眠ったままだなんて……
vo_adv_5084626_001.m4a|私とあなた様の仲を引き裂くための邪悪な罠かもしれないけど、敵に対する憎悪よりも、何もできない私自身に一番腹が立ちます……
vo_adv_5084626_002.m4a|……もしやこれは私の愛を試すための試練？どこの誰だか知りませんが、つまらないことをしてくれますね。
vo_adv_5096001_068.m4a|姉の勘……厄介極まりませんわね……ですがあなた様の気配であれば、私も察するなどたやすいことですわ……クスクス……
vo_adv_5096001_110.m4a|あのおかたへの愛の証明を妨げる虫けらども……私が必ず誅滅いたしますわ……クスクス……！
vo_adv_5096001_174.m4a|……やはりこの大会で、証明してさしあげないといけませんわね。
vo_adv_5096001_176.m4a|私には分かります。あのおかたの周囲から確かに感じますわ……あのおかたへの愛情めいたものを……！
vo_adv_5096001_187.m4a|聞き捨てなりませんわね、今の話……今ここで海の藻屑に……
vo_adv_5096002_043.m4a|クスクス……！　その顔面に全力でボールをたたきつけて差し上げますわ！
vo_adv_5096002_061.m4a|──デッドリースパイク！！
vo_adv_5096002_065.m4a|潰す潰す潰す潰す……！再起不能にしてあげますわ……クスクス……！
vo_adv_5096002_091.m4a|死になさい！
vo_adv_5096002_096.m4a|それを待っていましたわ……！はあっ！！
vo_adv_5096002_103.m4a|……作戦がバレてしまいましたわ。ですが今更無駄なこと！　喰らいなさい！！
vo_adv_5096002_112.m4a|……あなた、一体何をしていますの……？
vo_adv_5096002_119.m4a|許せませんわ許せませんわ許せませんわ……！！！あのおかたに対して、あんな近くであんなに頬を染めてみせて……！！
vo_adv_5096002_130.m4a|マコトさん……？　その仰りよう……敵と味方、一体どちらなのですか？
vo_adv_5096002_134.m4a|ああ……！　申し訳ありませんあなた様！エリコは、エリコは決してあなた様を傷つけたくはないのです！ですが、今だけはあなた様に勝たねばなりませんわ……！
vo_adv_5096002_148.m4a|どういうことですの……息を吹き返してきましたわ。
vo_adv_5096002_158.m4a|あのおかたを利用してこちらの戦意を削ぐなど……あそこにいる狡猾な女魔族、ぶち壊します……！！
vo_adv_5096002_163.m4a|ナイスですわアユミさん！調子に乗るのも、ここまでですわ！！
vo_adv_5096002_167.m4a|あのおかたからのボール、決して逃しませんわ！
vo_adv_5096003_015.m4a|当然ですわ……このおかたが膝をつくことなどありえません……！
vo_adv_5096003_019.m4a|シズルさん？　何をおっしゃるのですか？私はどなたも驚かせていませんわ。
vo_adv_5096003_038.m4a|あなた様を傷つけるような者が現れたときは、私が塵芥にして差し上げますわ……クスクス……
vo_adv_5096004_010.m4a|あなた様、栄養のことなら私におまかせください。食事に特製の強壮薬を入れて差し上げますわ……クスクス……
vo_adv_5096004_014.m4a|ですがこの薬は、このおかた専用……他の方に投与すると、精神が不安定になる副作用を確認していますので、きっとお望みの結果にはなりませんわ。
vo_adv_5096004_018.m4a|……実験体一匹確保。クスクス……
vo_adv_5096005_007.m4a|クスクス……あなた様のエリコが地獄の底からよみがえって参りましたわ……！
vo_adv_5096005_033.m4a|気にしないでくださいアユミさん。それは私もシズルさんも同じです。……どうやらここは、己の愛だけを優先すべき状況ではないようですわね。
vo_adv_5096005_098.m4a|あなた様……ああ、体に滴る汗の光が眩しいですわ……エリコにもっとよく見せてください！
vo_adv_5096006_126.m4a|それはあのおかたがいるから、ですわ。……クスクス。私の運命の相手を傷つけようとする者は、全てぶち壊して差し上げますわ──！！！
vo_adv_5096007_061.m4a|クスクス……あなた様？　壊すべきものがあれば、エリコにご命令くださいませ……！
vo_adv_7012000_000.m4a|あなた様、足元にお気を付けくださいね。この辺りは木々の根などが伸びていますので……
vo_adv_7012000_001.m4a|もし、あなた様が引っかかって転んでしまったりしたら……その邪魔な根ごと木を切り倒してしまわないといけませんから。クスクス……
vo_adv_7012000_002.m4a|それにしても、これがルナの塔……あなた様の記憶が眠るという場所なのですね……
vo_adv_7012000_003.m4a|あなた様の記憶は、このエリコが必ずや取り戻してみせますわ。
vo_adv_7012000_004.m4a|全ての記憶を取り戻したとき、あなた様の一番そばにいるのはこのエリコ。あなた様の寵愛を一身に浴びるのはこの私……クスクス。
vo_adv_7012000_005.m4a|そのようなことはございません。あなた様、私が街でどう呼ばれているかはご存知でしょう？
vo_adv_7012000_006.m4a|『壊し屋』……あまりかわいい名前ではありませんが、人々に畏怖される二つ名は飾りではありませんのよ……？
vo_adv_7012000_007.m4a|あなた様はこのエリコが必ずや、お守りいたします。
vo_adv_7012000_008.m4a|実際に、道の途中で出会った魔物は全てきれいに片づけてきたでしょう？
vo_adv_7012000_009.m4a|この辺りにはもう、あなた様と私以外の気配はありません。
vo_adv_7012000_010.m4a|クスクス……あなた様と私、二人きりの時間を邪魔する不届き者は、粉々に壊しつくしてさしあげます……
vo_adv_7012000_011.m4a|さぁ参りましょう、あなた様。
vo_adv_7012001_000.m4a|邪魔ですわ。
vo_adv_7012001_001.m4a|その程度ですの？
vo_adv_7012001_002.m4a|つまらないですわね！
vo_adv_7012001_003.m4a|クスクス。もうおしまいですか？動かないなら、私の方から行っても──
vo_adv_7012001_004.m4a|あら？残りの魔物が逃げ出してしまいましたわね。
vo_adv_7012001_005.m4a|私とあなた様の逢瀬を邪魔することがいかに罪深いか、理解していただけたようですね。
vo_adv_7012001_006.m4a|これで私とあなた様……二人だけの世界ですわ……クスクス……
vo_adv_7012001_007.m4a|戦っているときに汚れてしまったのでしょう。恥ずかしいところをお見せしてしまいました。
vo_adv_7012001_008.m4a|……そうですわ。もしよろしければ、あなた様が直々に……拭いていただけませんか？
vo_adv_7012001_009.m4a|あなた様が自ら、私についた汚れをきれいにしてくださる……こんなにも喜ばしいことはありません……
vo_adv_7012001_010.m4a|もちろんいいよ、ですか。クスクス……そう言ってくださると思っていました。では、よろしくお願いいたします。
vo_adv_7012001_011.m4a|……？どうかされましたか？何かお探しのようですが……
vo_adv_7012001_012.m4a|な、なんてことでしょう……！どこかで落としてしまわれたと……？
vo_adv_7012001_013.m4a|では私のハンカチで……いえ、あなた様の身に着けていた私物で私を清めてこそ……！
vo_adv_7012001_014.m4a|すぐに探しに……あら？あなた様、そちら側のポケットに入っているのは、そのハンカチではありませんか？
vo_adv_7012001_015.m4a|クスクス。どうやらうっかりしていたようですね。小首をかしげるあなた様もかわいらしいですわ……
vo_adv_7012001_016.m4a|では、改めて……お願いいたします。あなた様……
vo_adv_7012001_017.m4a|力強くも優しい手つき……ありがとうございます。身も、心までも、きれいになった気分ですわ……
vo_adv_7012001_018.m4a|…………
vo_adv_7012001_019.m4a|私は今、とてもいい気分なのです。引っ込んでいて……くださいませんこと……？
vo_adv_7012001_020.m4a|さぁあなた様。引き続き参りましょう。この先も楽しくなりそうですわね……♪
vo_adv_7012002_000.m4a|あなた様。お疲れではありませんか？
vo_adv_7012002_001.m4a|体に異常があれば遠慮なく、このエリコにお申し付けくださいね。
vo_adv_7012002_002.m4a|回復に強壮、魔物がのたうち回る薬など、様々な準備がしてありますから。
vo_adv_7012002_003.m4a|そうですか……そうですよね。さっきからなぜか魔物はいなくなってしまいましたし……
vo_adv_7012002_004.m4a|周囲に危険なものも見当たりませんし。……正直、拍子抜けですわ。
vo_adv_7012002_005.m4a|運命の人と二人きりだというのに、これでは何の出来事も起こりえない。
vo_adv_7012002_006.m4a|由々しき事態ですわ。こういった冒険をしているときは、きっかけ一つで大きく仲が進展するというのに……
vo_adv_7012002_007.m4a|平穏無事な冒険など、なんの意味もありません。障害があってこそ、愛が深まるというもの……！
vo_adv_7012002_008.m4a|こうなっては仕方がありません。ないものは作るといたしましょう……
vo_adv_7012002_009.m4a|クスクス……さぁ、愛を育みましょう……！
vo_adv_7012002_010.m4a|……二人きりですし、少しばかりわざとらしくても構いませんよね。
vo_adv_7012002_011.m4a|……あっ、あなた様！私、急にめまいが……っ！
vo_adv_7012002_012.m4a|えっ！？あなた様っ……？
vo_adv_7012002_013.m4a|このままでは、本当に転んで……っ！
vo_adv_7012002_015.m4a|……あら？転んで……いない？
vo_adv_7012002_016.m4a|誰かに今、支えられたような……？周りには何の気配もない……どういうことでしょう……？
vo_adv_7012002_017.m4a|いえ、何でも構いません。次の手にいきましょう……！
vo_adv_7012002_018.m4a|クスクス……あなた様と二人きりになったときのため、用意しておいた薬……
vo_adv_7012002_019.m4a|これを使えば、エリコとあなた様はもう離れることはできません……
vo_adv_7012002_020.m4a|……これは私が調合した、接着効果のある薬……！これであなた様と強制的にくっつき、物理的に二人の距離を縮めてしまいましょう……！
vo_adv_7012002_021.m4a|すみませんあなた様っ、手が滑ってしまいましたわ……っ！
vo_adv_7012002_023.m4a|っ！？　かわされた！？……ではなく。あなた様……見事な反射神経でしたわ。まさかあの体勢から、反応するなんて……
vo_adv_7012002_024.m4a|引っ張られた？ここには私とあなた様しかいませんのに……？
vo_adv_7012002_025.m4a|……先程からどうも上手くいきませんわね。こちらから策を弄するからでしょうか……
vo_adv_7012002_026.m4a|そうですわ、私が窮地に陥ればいいのです。そうすれば、あなた様はきっと私を颯爽と助けてくれるはず……！クスクス……そうと決まれば……
vo_adv_7012002_027.m4a|……え？
vo_adv_7012002_028.m4a|しまった……！？考え事に集中しすぎて、足を踏み外して……っ！？
vo_adv_7012002_030.m4a|！？
vo_adv_7012002_032.m4a|え、ええ……
vo_adv_7012002_034.m4a|……はい。大事ありません。危ないところを助けていただいて、感謝いたしますわ……
vo_adv_7012002_036.m4a|ずっと、そばに……？
vo_adv_7012002_039.m4a|先輩？　どうやら、ずっと私たちについてきていたようですが……
vo_adv_7012002_040.m4a|あなた……何者ですか？
vo_adv_9004005_000.m4a|あの方が来る……来ない……来る……来ない……来る……
vo_adv_9004005_004.m4a|来る、来ない、来る、来ない……あっ。
vo_adv_9004005_010.m4a|あぁ、あなた様……♪ずっと、ずーーっとお待ちしておりましたわ。
vo_adv_9004005_013.m4a|さぁ、あなた様。こちらの封筒をお受け取りください。
