vo_adv_1067001_000.m4a|……？
vo_adv_2114001_047.m4a|う～ん。悲しいけど……シェフィちゃんがそう思っちゃうのは、しょうがないよね～あなたはいま、とってもつらい立場なわけだし。
vo_adv_2114001_049.m4a|私？私はね～大好き☆
vo_adv_2114001_050.m4a|……ううん。大好き「だった」っていうべきかな。
vo_adv_2114001_052.m4a|まぁ、もちろん？　昔だって、不満が無かったわけじゃないよ。開発者に問題があって、自分たちだけチートを使って有利にゲームを進めたりしてたのは「それってどうなの～？」って思ったし。
vo_adv_2114001_054.m4a|でも……すごいよね☆『mimi』って～
vo_adv_2114001_055.m4a|現実ではできないことが、いろいろ体験できちゃう☆魔法が使えたり、空を飛べたりとか♪
vo_adv_2114001_057.m4a|あっ、ごめんごめん☆まだそこまでは、認識が戻ってないんだね。
vo_adv_2114001_058.m4a|そもそもね？　私はね～小さい頃から、お話を考えたり想像したことを絵に描いたりするのが得意で、楽しくて、好きだったんだ。
vo_adv_2114001_059.m4a|それが高じて、漫画家になったり。バーチャルの世界を知りたくて、ネットワークに詳しくなったり。……その過程で、『彼女』と知り合ったり……っと、それはともかく。
vo_adv_2114001_060.m4a|mimiを着けて、『レジェンドオブアストルム』を最初に起動した時。とってもと～ってもワクワクしたの、今でも覚えてる。まるで、お話の中の世界に飛び込んだみたいに。
vo_adv_2114001_061.m4a|でも、私が好きだったのは今のこんなアストルムじゃない。少なくとも……シェフィちゃんみたいな良い子が傷つくような世界じゃない。……今、全然楽しくないよね？
vo_adv_2114001_063.m4a|こうなっちゃったら……ねぇ？たとえ『長老』さんから無理だって言われても。どうにかしたくなっちゃうよね～☆
vo_adv_2114001_064.m4a|シェフィちゃんには、できれば。漫画のアシスタントだけじゃなく……私のしようとしてることの、お手伝いをしてほしいんだ。
vo_adv_2114001_065.m4a|ドラゴン族っていうだけじゃない。エリスの『端末』としてのあなたが協力してくれるなら……ううん。
vo_adv_2114001_066.m4a|あなたが、私に身を預けてくれるなら。きっとこの無理ゲーを攻略する裏技、見つけられると思うんだ～♪
vo_adv_2114001_069.m4a|そうだねえ。とりあえず……
vo_adv_5027704_002.m4a|いるにはいるみたいなんだけど……出てこないね～？
vo_adv_5027704_009.m4a|まあまあ、それは黙っててあげよ？
vo_adv_5027704_014.m4a|確かに、だいぶ言葉を覚えてきてるみたいだね～☆会話もできそうかな？
vo_adv_5027704_022.m4a|じゃあ～、もっと単語を覚えさせてみよっか？そうすればもっと分かりやすくなるかも～♪
vo_adv_5027704_028.m4a|うんうん、カヤちゃんもやる気だね。それじゃ、石版集め開始だよ～！
vo_adv_5027704_034.m4a|それじゃあ私は、今回もカヤちゃんのサポートにつこっかな～♪
vo_adv_5027704_037.m4a|ふぅ～ん……？　……そっか。そんな風に思ってたんだ。
vo_adv_5027704_041.m4a|イノリちゃ～ん？ドラちゃ～ん？
vo_adv_5027704_044.m4a|これで成果が出なかったら～……分かってるよね？
vo_adv_5066005_107.m4a|ごめんね～やらなくちゃいけないことが色々あったんだ☆
vo_adv_5066006_085.m4a|私もいるよ～♪
vo_adv_5066006_087.m4a|簡単に言うと、魔道具の暴走だね～イノリちゃんが無理な事させすぎたからじゃないかな？
vo_adv_5066006_089.m4a|でも大丈夫☆なんと、あの管理人を機能停止させれば暴走も止まっちゃいま～す♪
vo_adv_5066006_092.m4a|うん、大正解～☆
vo_adv_5066006_100.m4a|大丈夫だよ～♪　機能が停止すれば、この空間から普通に出られるから。
vo_adv_5066006_103.m4a|ん？　何言ってるのかな、二人とも。もしかして……気付いてない？
vo_adv_5066006_106.m4a|タイムスリップって思ってるのは幻覚っていうかシミュレーションかな？このタイムラーベは、タイムトンネルに入った人が、タイムゲートを通じて時間と空間の影響を予測する魔道具なんだ。
vo_adv_5066006_107.m4a|過去の行いが未来にどう反映されるのかを予測してくれるかなり精度の高い予知って言っちゃってもいいかもね。まあ、処理能力を超えちゃったせいで暴走しちゃったみたいだけど。
vo_adv_5066006_110.m4a|そうは言っても、タイムラーベで見てきた未来はかなりの確率で本当にそうなっていたかもしれない未来だよ☆二人とも、思い当たる節もあるんじゃない？
vo_adv_5066006_113.m4a|嫌な未来だったらそうならないように今からでも気を付けられるし、変えようのない過去だって今の自分なら乗り越える事もできるから。
vo_adv_5066006_116.m4a|な～んて、ちょっとお説教くさくなっちゃったかな☆えっと、あったあった……この杖、本当に危ない物だから気を付けてね～、イノリちゃん。
vo_adv_5066006_118.m4a|でも～、イノリちゃんには本当によかったのかな～？
vo_adv_5066006_122.m4a|そういうわけだから～……戻ったら、分かってるよね♪
vo_adv_5066007_000.m4a|イノリちゃ～ん♪おつかいよろしくね～☆
vo_adv_5066007_002.m4a|あれ～？　何か言いたい事でもあるのかな～？
vo_adv_5066007_004.m4a|は～い、それじゃあお願い。これ、メモとお金。おつりはちゃんと持って帰ってきてね～？
vo_adv_5066007_038.m4a|今のイノリちゃんなら、ちゃんとおつかいこなしてきてくれると思うよ～？
vo_adv_5066007_040.m4a|え～？　なんのために～？
vo_adv_5066007_042.m4a|そんな事のために、わざわざ魔道具は使わないよ～私にだって不測の事態ってのはあるんだからね？
vo_adv_5066007_043.m4a|いい機会だったから、ちょ～っとだけ実験させてもらったけど♪あの規模で全員まとめて影響を及ぼすのに、どれだけの処理能力がいるか、とか。
vo_adv_5066007_045.m4a|そうでもないんだってば～！でもイノリちゃんもカヤちゃんも、頑張ってくれたからね～
vo_adv_5066007_047.m4a|特にイノリちゃんは得る物もあったんじゃないかな？自分が本当にやりたかったこと、とかね☆
vo_adv_5066007_049.m4a|はい、ご苦労さま～おつりも……うん、ちゃんとあるね。
vo_adv_5066007_052.m4a|ねえ、イノリちゃ～ん？一つ聞きたいんだけど、いいかな？
vo_adv_5066007_055.m4a|買ってきてくれたこれなんだけど～微妙に違うよねえ？私が頼んだのよりちょっと安物だよね～？
vo_adv_5066007_056.m4a|その分の差額はどこにいっちゃったのかなあ？
vo_adv_5066007_063.m4a|イノリちゃ～ん？
vo_adv_5066007_065.m4a|イ・ノ・リ・ちゃ～ん……？
vo_adv_5066007_069.m4a|あ～あ。ま～た割っちゃったねえ？
vo_adv_5066007_070.m4a|……イノリちゃん。奥の部屋、いこっか？
vo_adv_5066007_074.m4a|そんな都合のいい物はないってのはイノリちゃんがいちば～んよく分かってるんじゃないかなあ？
vo_adv_5066007_078.m4a|だったら～。今日はいつもより丁寧に～しっかり目におしおき……いっちゃおっか☆
vo_adv_5066321_004.m4a|ん～、空間を歪めて攻撃を防いでるみたいだね～
vo_adv_5066321_006.m4a|大丈夫だよ～、根気よく攻撃を重ねると破れちゃいそうだよ。がんばって破壊しちゃおっか？
vo_adv_5066322_003.m4a|大丈夫、アレは二人のコピーみたいなものだから、遠慮なく倒しちゃっても問題ないんじゃないかな。
vo_adv_5066323_002.m4a|早めに手を打ったほうがよさそうだね。カヤちゃん、イノリちゃん、急いで倒してあげよっか。
vo_adv_5066323_006.m4a|二人ともがんばれ～☆
vo_adv_5084660_000.m4a|……ようやくここまで来たのに『終わり』……かぁ。この周回には期待していたんだけどな。……状況は絶望的で、私にできることは見守ることだけ。
vo_adv_5084660_001.m4a|……けど、夢の中に囚われた君が、もしまだ諦めてないのなら。ここからの逆転の可能性はゼロではないかもしれない。
vo_adv_5084660_002.m4a|この『終わり』はレアなパターンで、試行回数が少ないし。ひょっとすると、私の知らない解決法がなにかあるかも。
vo_adv_5084660_003.m4a|……私ね、この周回のこと気に入ってるんだ～♪だから、できれば終わってほしくなんてないって思ってるの☆
vo_adv_5085005_065.m4a|…………
vo_adv_5085005_067.m4a|……？
vo_adv_5085005_069.m4a|どうだったかな～？一生意味深ワード撒き散らし役っぽい目をしたおねえさんとしては、ここは濁しちゃおっかな～♪
vo_adv_5085005_074.m4a|ん～、本当は『終わり』の流れだったから、もう手出ししなくていいかなって、思ってたんだけどね～
vo_adv_5085005_075.m4a|私に見えてなかった、解決法があったみたいだから。それなら見ておくのもいいかなって～
vo_adv_5085005_077.m4a|イノリちゃんあぶな～いっ♪
vo_adv_5090002_082.m4a|龍眼を使えば見張りの様子はすぐに把握できるからね～♪
vo_adv_5090002_086.m4a|さて。言いたいことはいろいろあるけど……カジノには手を出さないで、って言ったよね～？
vo_adv_5090002_088.m4a|ギャングの幹部がカジノのスタッフたちと揉め事を起こして、その後、一人で乗り込んでいって、その上、牢屋から脱走した。当然、向こうは黙ってないだろうね。
vo_adv_5090002_089.m4a|このままだと抗争になりかねないよ～？
vo_adv_5090002_091.m4a|……ふふっ。脅かすようなこと言ってごめんね？大丈夫。カジノとは、いつかこうなるって織り込み済みだよ。落ち込むイノリちゃんがかわいくて、ついからかっちゃった♪
vo_adv_5090002_093.m4a|うん☆　イノリちゃんは、大事なものを守るために行動したんでしょ？だったら、怒ったりなんてしないよ。
vo_adv_5090002_096.m4a|私はね、今回の出来事はちょうどいい機会だって思うんだ～♪だって私、前からあのカジノ王の財宝を狙ってたからね☆
vo_adv_5090002_098.m4a|言ってなかったからね☆……私が狙っている獲物はね、『龍の卵』と呼ばれる、伝説の宝石なの。
vo_adv_5090002_101.m4a|うん。でもね、エネルギーの吸収や放出といった性質は、あくまで『龍の卵』の一面に過ぎない……らしいよ☆
vo_adv_5090002_103.m4a|真偽不明なんだけどね。その『龍の卵』に、ある一定以上の力を加えると、ドラゴン族のルーツが分かるアイテムへと変化するって情報を、この前、手に入れたの♪
vo_adv_5090002_105.m4a|どうだろうね～？なんにせよ、情報が本当かどうか確かめるためにも、『龍の卵』が欲しいんだ～♪
vo_adv_5090002_107.m4a|ん～……抗争はなるべく避けたいかな～？ランドソルにとって、カジノは今やすっごく重要な施設だからね。
vo_adv_5090002_108.m4a|世界各国から要人たちが集まって、カジノでギャンブルを楽しんでるくらいにね。そんな重要な施設に抗争は仕掛けたくないな～
vo_adv_5090002_109.m4a|もちろん、私が前に出れば戦い自体は勝てるよ？けど、抗争でカジノを潰したとあれば、私たちは大陸中から目をつけられちゃうから。
vo_adv_5090002_110.m4a|そうなったらかなり面倒だし……それに、今は特に目立ちたくないんだよね～
vo_adv_5090002_111.m4a|だから、イノリちゃんがやろうとしたみたいに、バレないように忍び込んで盗むっていうのはいいアイディアだと思うんだ～♪
vo_adv_5090002_112.m4a|結局、カジノ王の財宝や裏帳簿を盗み出せれば、欲しいものは手に入るし、カジノ王は逮捕される。抗争も回避できる。問題は全部解決しちゃうわけだからね☆
vo_adv_5090002_115.m4a|ふふっ。イノリちゃんってばいい反応するな～♪まあ、それは置いておいて……
vo_adv_5090002_116.m4a|カヤちゃんの言う通り。イノリちゃんとカヤちゃんが何度盗もうと挑戦したとしても、カジノの金庫室まで辿りつくことすらできないだろうね。
vo_adv_5090002_117.m4a|けど、私は切り札に心当たりがあるんだ～♪
vo_adv_5090002_119.m4a|それはね～……アユミちゃん！
vo_adv_5090002_122.m4a|うん、そうだよ☆ねえ、アユミちゃん。イノリちゃんたちに力を貸してくれないかな？
vo_adv_5090002_124.m4a|アユミちゃんはものすごい能力を持ってるからだよ。そう……まるで、怪盗になるために生まれたかのような能力をね☆
vo_adv_5090002_126.m4a|その誰にも気付かれない能力……怪盗にピッタリだよ♪だから、力を貸してくれると助かるんだけど……ダメかな～？
vo_adv_5090002_127.m4a|それに、これはアユミちゃん自身のためにもなるしね。このままだと、カジノ王にずっと狙われ続けることになるかも。そんな人生、イヤでしょ？
vo_adv_5090002_143.m4a|アユミちゃん、ありがとう♪これで、怪盗団結成だね～私も、怪盗として頑張っちゃおっかな～☆
vo_adv_5090002_145.m4a|……ふふっ。よく言ってくれたね～？それでこそ、幹部だよ♪
vo_adv_5090002_146.m4a|じゃあ、今回、私はサポートに徹することにするね☆いろいろと用意するものがあるから一晩待ってて。アユミちゃんたち、今日はアジトに泊まってくといいよ♪
vo_adv_5090002_150.m4a|ふふふ。アユミちゃんって、面白いな～♪
vo_adv_5090002_151.m4a|みんな、おはよ～♪早速だけど……はい、これ☆
vo_adv_5090002_153.m4a|うん。久々に衣装作るのって、楽しかったな～☆
vo_adv_5090002_155.m4a|ピンポーン☆　私の魔法で、気配遮断効果のあるものに仕上げておいたの。これなら、怪盗活動の役に立つはずだよ♪
vo_adv_5090003_007.m4a|アユミちゃんたちが見た時は多分、カジノへ訪れた各国の要人たちに自慢するために、持ち歩いてたんじゃないかな。けど、それはたまたまだよ。
vo_adv_5090003_008.m4a|『龍の卵』は普段、金庫室に厳重に保管されているの。だから、『龍の卵』と裏帳簿を手に入れるためには、金庫室を突破さえすればいいってわけ☆
vo_adv_5090003_011.m4a|誰かさんみたいに考えなしに突っ込んでも、絶対に失敗するってことだけは、間違いないね☆
vo_adv_5090003_014.m4a|任せて～☆　って言いたいところだけど。カジノの情報収集は私の龍眼を使うんじゃなくて、アユミちゃんに任せたいな～？
vo_adv_5090003_016.m4a|そう。今からアユミちゃん一人でカジノへ潜入してみない？そして、警備体制とかの確認をしつつ、金庫室までの潜入ルートを調べてほしいんだけど♪
vo_adv_5090003_018.m4a|実地研修って大事だからね♪アユミちゃんの能力は本物だけど、怪盗の経験なんてまだないし。これはちょうどいい機会かな～って思って☆
vo_adv_5090003_019.m4a|ねえ、どうかな、アユミちゃん？サポートは完璧にするから、練習としてやってみない？
vo_adv_5090003_025.m4a|ありがとう☆よく言ってくれたね、アユミちゃん♪
vo_adv_5090003_073.m4a|よく、そこまで一人で来られたね～やっぱり、アユミちゃんには怪盗のセンスがあるよ☆
vo_adv_5090003_075.m4a|アユミちゃんも気付いてるとは思うけど、その先は金庫室へと繋がってる。でもね、罠が仕掛けられてるから、危ないよって伝えようと思って☆
vo_adv_5090003_077.m4a|うん♪　だから、今はこの先に進まなくていいよ。どうするかは、本番の時に考えよっか。お疲れさま、アユミちゃん☆
vo_adv_5090003_079.m4a|というわけで、アユミちゃんが無事帰ってきました～☆
vo_adv_5090003_084.m4a|それなら簡単☆アユミちゃんが盗めばいいんだよ♪カジノ王のスーツのポケットからこっそりと、ね。
vo_adv_5090003_086.m4a|大丈夫だよ♪　だってアユミちゃんの能力はある意味、無敵なんだから。その能力の本質は、七冠の権能に近しいものなのかも。特別なのかも、アユミちゃんは。
vo_adv_5090003_088.m4a|つまり、アユミちゃんはすごいんだから自信持って、ってこと☆自分では、そのすごさに気付いていないだけだよ♪
vo_adv_5090003_095.m4a|ありがとう、アユミちゃん☆これで、あとは盗みに入るだけだね……と言いたいところだけど。まだ、あと一つ、怪盗としてやることが残ってるんだよね～♪
vo_adv_5090003_096.m4a|それは……予告状を出すこと！ギャングに美学があるように、怪盗にも美学は必要だよね♪
vo_adv_5090003_100.m4a|ふふっ。ただの予告状を出すんじゃないよ？実はもう、用意してきたんだ～☆　ほら、読んでみて♪
vo_adv_5090003_103.m4a|カジノ王のコレクションの一つでね？金庫室に保管されている、ものすごい価値のある宝石なの。もし価格をつけるとすれば10億ルピはくだらないだろうね☆
vo_adv_5090003_106.m4a|義賊ファントムキャッツといえば、今となってはランドソルに知らない者はない、生きる伝説でしょ？
vo_adv_5090003_107.m4a|弱きを助け強きを挫くファントムキャッツは、ランドソルの人々の希望。彼女はみんなに愛されているが故に、期待を決して裏切らないし、裏切れない。
vo_adv_5090003_108.m4a|ファントムキャッツは、これまで盗みを予告したものは、ただ一つの例外もなく、必ず完璧に盗み出してみせたの。
vo_adv_5090003_109.m4a|だからこそ、この偽予告状に関しても。カジノ王が悪人である以上、その矜持を守るために動かざるを得ない。
vo_adv_5090003_111.m4a|ピンポーン、正解だよ、カヤちゃん☆より成功率をあげるためにも、やれることはやっておかなくっちゃね♪
vo_adv_5090003_112.m4a|もちろん、予告状でカジノ側の警戒は強まるけど……イノリちゃんが追い詰められる可能性が高くなってくれるはずだし、いいことだよね♪
vo_adv_5090003_114.m4a|イノリちゃん、今、何か言ったかな～☆
vo_adv_5090004_006.m4a|狙い通り、来てくれたよ☆絶賛、カジノ中をかき回し中♪おかげで警備体制はだいぶ混乱してるみたいだね～
vo_adv_5090004_009.m4a|そして、カジノ王はカジノホールで手下たちに指示を出してる。もちろん、その横には怖い用心棒さんも一緒だよ☆
vo_adv_5090004_067.m4a|……君、カヤちゃんに強化をお願い。
vo_adv_5090005_003.m4a|あんまり舐めない方がいいんじゃないかな～？だって、あのファントムキャッツだよ？必ず、なんとかしてみせると思うな～☆
vo_adv_5090005_005.m4a|ふふっ。後できっと、ファントムキャッツのすごさは分かるよ♪ところで、注意した方がいいよ～？その部屋に向かってる警備員がいるみたい☆
vo_adv_5090005_049.m4a|ヤッホー☆クソババアドラゴンだよ～？
vo_adv_5090005_054.m4a|うん。実はね、その先には魔術センサーが張り巡らされててね。そのセンサーに触れると警報が鳴っちゃうの。
vo_adv_5090005_056.m4a|だろうね。それは肉眼では見えないものなの。特別なマジックアイテムを使ったりとかすれば別だけど。
vo_adv_5090005_057.m4a|ファントムキャッツは、装備をちゃんと用意してたみたい。だから、ここを突破できたんだよ♪
vo_adv_5090005_059.m4a|大丈夫♪　龍眼で、ちゃーんとセンサーは確認できるから☆
vo_adv_5090005_060.m4a|そこを抜けたところにある装置のスイッチで、そのセンサーはオフにできるの。
vo_adv_5090005_061.m4a|だから代表者が一人、私の指示通りに動いて、センサーを抜ければ、みんな、そこを通れるようになるよ♪
vo_adv_5090005_069.m4a|了解～♪　じゃあ、始めるよ～？
vo_adv_5090005_071.m4a|そうそう♪　……あっ。
vo_adv_5090005_073.m4a|ううん、ただ、今のとこ、もう少しで頭が引っ掛かりそうだったな～って☆
vo_adv_5090005_075.m4a|身長が低くて助かったね、イノリちゃん♪
vo_adv_5090005_080.m4a|うん、ちゃんとセンサーは解除されたみたい♪みんな、渡って大丈夫だよ☆
vo_adv_5090005_084.m4a|そうだよ。行ってらっしゃい、みんな♪
vo_adv_5090005_089.m4a|龍眼で見てたけど、まさに神業だったよ～☆技術でこの扉を破れるのは、世界広しと言えども、ファントムキャッツくらいだろうね～♪
vo_adv_5090005_091.m4a|そんなことないよ～？その鍵は、それぞれのお宝を収蔵している、堅牢な戸棚の鍵にもなっているの。
vo_adv_5090005_093.m4a|本来はそういうことになるね♪まあ、ファントムキャッツは、鍵なしで戸棚の方も開けて『人魚の涙』を手に入れたみたいだけど。
vo_adv_5090005_094.m4a|それはともかく……怪盗らしく、お宝をいただこうか♪
vo_adv_5090005_098.m4a|……残念だけど、そのヒマはなさそうかな～？
vo_adv_5090005_100.m4a|たいへ～ん♪その『龍の卵』には、魔術的な警報が仕掛けられてたみたい☆
vo_adv_5090005_102.m4a|ふふっ、どうかな～？これは成長のチャンスだと思って頑張ってね、イノリちゃん、みんな♪
vo_adv_5090006_049.m4a|魔力が急激に増大していっている……自らの生命エネルギー……寿命を『龍の卵』へと吸収させて、それを魔力へと変換しているみたいだね。
vo_adv_5090006_050.m4a|そんな使い方もあったなんて、知らなかったな。……イノリちゃん。このままだと、全滅だよ。
vo_adv_5090006_116.m4a|イノリちゃん。欲しいものはもう持っているよ。だから、そう。心のままに叫んで。
vo_adv_5090006_135.m4a|……あちこちが爆発してる。どうやら、カジノに仕掛けられた自爆用の爆弾を作動させたみたいだね。このままだとガレキの下敷きになっちゃうよ☆
vo_adv_5090007_001.m4a|みんな、お疲れさま～☆よくやってくれたね♪
vo_adv_5090007_003.m4a|イノリちゃんのドラゴン族の力に、『龍の卵』が耐えられなかったみたいだね～けど、アユミちゃんが気にする必要なんて全然ないよ☆
vo_adv_5090007_004.m4a|私が手に入れた情報が本当だったなら、『龍の卵』は壊れたりせず、アイテムに変化してたはず。
vo_adv_5090007_005.m4a|そうならなかったのなら、情報はガセだったってこと♪それがわかっただけでも、すっごく助かっちゃった！
vo_adv_5090007_006.m4a|結局『龍の卵』は、エネルギーを吸収、変換、放出することができるマジックアイテム。それ以上でもそれ以下でもなかったみたい。
vo_adv_5090007_007.m4a|もちろん、ものすごーく希少で便利なものではあるけど……私の欲しいものじゃなかったよ。
vo_adv_5090007_009.m4a|ところで。実は『龍の卵』にはね、触れた人間の魔力を強制的に著しく上昇させる……そんなウワサもあったの♪
vo_adv_5090007_010.m4a|だから、もし私が怪盗団に参加して、『龍の卵』に触れちゃったら、大変なことになる可能性があるかもって思ってたんだ♪
vo_adv_5090007_012.m4a|そう。私の膨れ上がった魔力に耐えられずに、カジノ内にいる人たちがみんな死んじゃうかも、って☆
vo_adv_5090007_014.m4a|ふふっ。誰も死なないなら、私も怪盗やってみたかったな～♪まあ、良いものを見せてもらったからいいんだけどね☆
vo_adv_5090007_015.m4a|今回は大活躍だったね、アユミちゃん！やっぱり、只者じゃないよ☆
vo_adv_5090007_018.m4a|うん、今はそれでいいんじゃないかな☆
vo_adv_5090007_019.m4a|それから、イノリちゃんもよく頑張ったね～☆いい子いい子してあげよっと♪
vo_adv_5090007_021.m4a|照れないでいいよ～？ドラゴン族の力の使い方、少しずつ慣れてきたみたいだね☆『龍の卵』で強化されたあのカジノ王と互角なんて、結構すごいよ♪
vo_adv_5090007_027.m4a|ふふっ。いい友達ができたね、イノリちゃん♪
vo_adv_5090007_028.m4a|あ、そうだ。アユミちゃんたちがカジノでバイトを始めた日のこと、覚えてる？
vo_adv_5090007_030.m4a|そうだったね～☆　で、どうしてあの日、イノリちゃんたちに視察に行ってもらったかって言うと……アユミちゃんたちがバイトを始めるって知ってたからなんだよね♪
vo_adv_5090007_032.m4a|前からイノリちゃんとアユミちゃんは仲良くなれそうって感じてたの♪だから、友達になるきっかけになるといいな～って思って☆
vo_adv_5090007_034.m4a|さすがに、いくらなんでもそんなことしないよ～？私だって、こんなことになるなんて思ってなかったし☆
vo_adv_5090007_035.m4a|私はただ、二人が友達になるきっかけを作っただけ。友達になったのはイノリちゃんたち自身の意思によるものだよ。その後のことは、全部成り行き☆
vo_adv_5090007_037.m4a|ふふっ……ねえ、アユミちゃん。よければこれからも、イノリちゃんと仲良くしてあげてね♪
vo_adv_5090007_055.m4a|ところで、ファントムキャッツ。あなたを利用しちゃったおわびに、いいことを教えてあげるね♪
vo_adv_5090007_057.m4a|あなたが頑張って盗んでくれた『人魚の涙』なんだけど……それって、とてもよくできた偽物なんだよね☆
vo_adv_5090007_060.m4a|多分、爆破されたカジノの下だろうね～☆
vo_adv_5090007_064.m4a|さて、それじゃあ、そろそろお開きにしよっか♪みんな、改めてお疲れさま☆
vo_adv_5090007_065.m4a|この裏帳簿と、カジノ王は、私が責任持って【王宮騎士団（NIGHTMARE）】に引き渡すね♪
vo_adv_5096001_076.m4a|──どの子が、どっかのクソババアみたいなのかな～？
vo_adv_5096001_159.m4a|私はね～、仲のいい子が釣ってるところを見ていたいから、彼が使う釣り道具をプレゼントしたいな〜って思ってま〜す☆
vo_adv_5096001_183.m4a|何を証明するために頑張るかは、人それぞれだよ〜せっかくだし、私も彼への愛を証明しちゃおっかな〜♪
vo_adv_5096001_185.m4a|そうだよ〜？　愛情たっぷりな眼差し、送っちゃってま〜す☆
vo_adv_5096001_205.m4a|甲板や舳先に魔法具を仕込んでたんだね～☆煙と音が出る仕組みになってて、あっちの船にいるスタッフが発動させたみたい。
vo_adv_5096003_026.m4a|かわいらしい悲鳴だったね～とっても人懐っこそうな鳴き声だったから、お姉さんもその子と仲良くなりたいな～♪
vo_adv_5096003_035.m4a|面白そうだし賭場でも開いちゃおうかな～、って思ったけど……ここにいる人たちはみ～んな君のチームが勝つほうに賭けちゃいそうだし、やめておくね～☆
vo_adv_5096004_029.m4a|ふふっ、イノリちゃん楽しそう〜☆明日のことなんてもう忘れちゃってるんだろうな〜♪
vo_adv_5096005_014.m4a|そのことなんだけどね、楽しそうだし私もその方法を見つけるの、お手伝いしちゃおうかな〜って♪
vo_adv_5096006_025.m4a|あーあ、こんなひどいこと考えるなんて、ひょっとしてものすごーく悪い人たちなのかな〜？あの支配人も、この島の人たち全員……
vo_adv_5096006_029.m4a|さすが【トワイライトキャラバン】のギルドマスターさん♪ご明察〜☆　説明書の書き方が意地悪なゲームは嫌いなの。ところで団長さん。これって悪事にならないのかな〜？
vo_adv_5096006_031.m4a|そっか〜……周到さからして、ず〜っと同じ手口を使ってきたんだろうね〜☆　ひどいことするなぁ、もう〜
vo_adv_5096006_034.m4a|そうなりそうだね。じゃあ安心して飲んじゃお～っと♪あの子たちの健闘を祈って、かんぱ～い☆
vo_adv_5096006_136.m4a|イノリちゃんってば張り切っちゃってるね〜♪あ、そうだ。団長さんは戦えない人たちの救助をお願いね〜私たちは、あの群れの相手をしておくから☆
vo_adv_5096007_070.m4a|おお〜、乗り気じゃなかった人たちまで、一気に参加しはじめたね〜♪私も少しだけサポートしようかな〜
vo_adv_9003505_008.m4a|わぁ～♪イノリちゃんったら、とっても謙虚～♪
vo_adv_9003505_016.m4a|──ふふっ♪カヤちゃんイノリちゃん、もうひと頑張りしよっか。狙うは漁夫の利、だよ～♪
vo_adv_9003509_002.m4a|ふふっ。そろそろ後がなくなってきたみたいだね～♪
vo_adv_9003513_002.m4a|ふふっ。そろそろ後がなくなってきたみたいだね～♪
vo_adv_9003513_013.m4a|ふふっ♪逃がさないよ～？
vo_adv_9003513_015.m4a|弱った獲物は逃がさず、確実に仕留める……狩りの基本だよね～♪
vo_adv_9003513_018.m4a|イノリちゃんをお説教する前に……そろそろ倒させてもらっちゃおうかな、【レイジ・レギオン】♪
vo_adv_9003515_012.m4a|うーん、ドラゴン族かぁ～でも……私たちの仲間には、なってくれそうにないかなぁ？
vo_adv_9004003_012.m4a|う～ん、そうだね～多少なりとも誠意を見せてくれたなら情状酌量の余地はあったんだけどな～
vo_adv_9004003_013.m4a|イノリちゃん？ちょっと奥の部屋、いこっか☆
vo_adv_9004003_015.m4a|それは違うと思うな～そもそもイノリちゃんが勝手に私の部屋に入らなければ何も起こらなかったわけだからね～☆
vo_adv_9004003_017.m4a|あ、そうだ。{player}くん、はいこれ。ギルド管理協会から依頼があった活動記録だよ。それじゃあまたね～♪
vo_adv_9005011_003.m4a|よく言ったね～♪でも、そんな簡単に漫画を描けるって思うのは、ちょっと認識が甘いと思うなぁ～？
vo_adv_9005011_005.m4a|理由なんてどうでもいいんだよ～いまシェフィちゃんに必要なのは、漫画を描くための技術。そうだよね～？
vo_adv_9005011_007.m4a|だったら、基本的なことは私がレクチャーしてあげるよ～イノリちゃん、カヤちゃん、いるよね～？頼んだもの、買ってきてくれた～？
vo_adv_9005011_010.m4a|は～いおつかれさま～それじゃあシェフィちゃん、さっそく漫画の描き方を……
vo_adv_9005011_012.m4a|えっ？
vo_adv_9005011_016.m4a|そんなことはいいから、さっさと始めようよ～はい、まずは紙とペンね～、枠線から引いてみよっか～
vo_adv_9005011_020.m4a|イノリちゃ～ん。ちょっと手伝ってくれないかな～？
