vo_adv_1050009_000.m4a|…………
vo_adv_5088003_067.m4a|やれることはやっておかないと、後で後悔するかもしれないし！テスト勉強と同じで。……まぁ、……アタシは勉強もそんなに得意じゃないけど。
vo_adv_5088003_069.m4a|正直、一人でやれるかって言われたらできないと思うの。けど、今はサレン様の弟子だし、チャレンジしてみよっかなって！
vo_adv_5088003_070.m4a|だって、クルミがいるもの。一緒にやったらきっと、うまくいく気がするんだ♪
vo_adv_5088003_072.m4a|よーし！　やってみよ！アンタもちゃんとエスコートしてくれるんでしょ？
vo_adv_5088003_073.m4a|帰ったらみんなに話してみなくちゃね。
vo_adv_5088003_076.m4a|それじゃあ、午後の仕事に行ってきます！行こ、クルミ！
vo_adv_5088003_086.m4a|アキノさん！　こっちです、こっち！
vo_adv_5088003_099.m4a|大成功だったんじゃない？　クルミ。売り上げも予想以上、早々に品切れもあったし……もっと仕入れてもよさそうね！
vo_adv_5088003_102.m4a|えへへ……大人のレディなのは当然だけど照れるわね！ドングリパンもチーズ温泉饅頭も、みんな気に入ってくれたみたいだし！「また買いに来るね」ってたくさん言われたわよ！
vo_adv_5088003_103.m4a|救護院のためにも、これからもっともっと、売らないとね！
vo_adv_5088003_105.m4a|何言ってんのよ。アンタも頑張ってたじゃない！それにしても、牧場のチーズって本当に人気なんだね。一番早く売り切れたのもチーズだったでしょ？
vo_adv_5088003_107.m4a|あんなにおいしいチーズだもの。ネズミも人間も大好きに決まってるわよね。
vo_adv_5088003_109.m4a|うん、前にね、牧場でチーズが狙われた事件があったんだって！大きなネズミと小さなネズミが、何度も何度もチーズ蔵を襲ってきてそれを退治するのが大変だったって。
vo_adv_5088003_117.m4a|明日も物産展があるしね。
vo_adv_5088004_002.m4a|今日は特製クリームをたっぷり使ったオシャレなクリームパンもありますよ～！会場限定スイーツ、ぜひチェックしてくださいね！
vo_adv_5088004_004.m4a|ありがとうございます！　こちら二つですね！金色に溶けるチーズはどうですか？　ドングリパンと相性最高ですよ☆
vo_adv_5088004_025.m4a|ねえねえ、今の人！　なんか話してたけど……ちょっと、クルミ、泣いてるの！？　た、大変！
vo_adv_5088004_027.m4a|何が違うのよ？ねえ、ちょっと落ち着きなさいって……
vo_adv_5088004_028.m4a|へえ、良かったじゃない！それって、クルミの演技が最高だったってことでしょ？
vo_adv_5088004_030.m4a|でも、好きって言われたんでしょ！また観たいって。それって素敵じゃない？
vo_adv_5088004_035.m4a|…………ね、ね、クルミ。やっぱりやってみない？サレンディア救護院で、オリジナルの舞台をするの！アンタが誰かを笑顔にできる場所って、舞台の上、でしょ？
vo_adv_5088004_037.m4a|舞台の上では、みんなを一番笑顔にできるのはアンタなんだから。観たいっていうお客さんがいるんだもの。やってみる価値はありそうじゃない！
vo_adv_5088004_039.m4a|それじゃ、できるようなお話を考えてみようよ！簡単にあきらめるなんて、エレガントじゃないでしょ。
vo_adv_5088004_041.m4a|サレンディア救護院物語、とか？サレン様が救護院を作るまでのお話にするのよ！……って思ったけど、舞台装置はちょっと大掛かりになりそうね……
vo_adv_5088004_043.m4a|うぅーん……ちょっとエレガントじゃない気がするわよね。
vo_adv_5088004_044.m4a|牧場が舞台なら……あんまり大きな装置は必要ないんじゃない？牛たちのにぎやかな日常！　……とか？おしゃれ感に欠けるわね……
vo_adv_5088004_046.m4a|ねえねえ、牧場のチーズの話は！？アヤネも気になるって言ってたじゃない。救護院の子たちも、聞きたがると思うって。
vo_adv_5088004_048.m4a|新しく作ろうよ！また牧場に手伝いに行ったときに話を聞くの。アタシも手伝う！
vo_adv_5088004_055.m4a|賛成！みんなでやったらきっと楽しいしね♪
vo_adv_5088004_057.m4a|難しいことでも楽しんでやっちゃうのが大人のレディでしょ！
vo_adv_5088004_058.m4a|それに、今までの牧場のバイトも、物産展も。クルミはちゃんといろんなことができてるって思うの。それって、みんなサレンディア救護院で覚えたことでしょ？
vo_adv_5088004_059.m4a|だからさ、やってみよ！失敗したらその分挽回すればいいのよ。
vo_adv_5088004_060.m4a|なーんて、アタシも失敗ばっかりだけどね。テストの点数とか宿題とか！
vo_adv_5088004_062.m4a|そうと決まればさっそく準備……っと言いたいところだけど……どうやってお客さんを集める？　チラシとか、配るにしても誰に来てほしいか決めないといけないわよね。
vo_adv_5088004_063.m4a|あっ！　そういえば、豪華なスパリゾートがあるんだったわよね。マヒルさんにも聞いてみましょ！物産展でチラシを配るのもよさそうよね。
vo_adv_5088004_065.m4a|……クルミ、あのさ。
vo_adv_5088004_067.m4a|ううん、なんでもない。目いっぱい楽しもうよ、ね！
vo_adv_5088004_069.m4a|無理やり誘っちゃったかな……でも、クルミは本当はやりたいんだって思うんだ……うまく説明とかできないけど、なんとなく。
vo_adv_5088004_070.m4a|これは……そう、大人のカンよ！
vo_adv_5088004_071.m4a|だから、精一杯手伝うんだ。……クルミが、やってよかったって言ってくれるように。
vo_adv_5088004_072.m4a|サレン様みたいなレディになりたくてここに来たけど……アタシ、クルミと一緒に働いてるの、楽しいから。もっといろんなこと、一緒にやってみたい！
vo_adv_5088004_073.m4a|……というわけなの！クルミとアタシで、一生懸命考えたのよ！絶対絶対、やったら楽しいと思うの！
vo_adv_5088004_074.m4a|根拠は……ないけど！
vo_adv_5088004_092.m4a|チーズのお話を考えてるの。
vo_adv_5088004_095.m4a|女の子がチーズを守りながら戦うのよ！それで、歌とかダンスとか。サービスてんこ盛りでいきたいわ！
vo_adv_5088004_097.m4a|いいからいいから！
vo_adv_5088004_100.m4a|【牧場】のリンさんをモデルにして「チーズお守り大作戦！」っていうタイトルにしたの。でもなんだか、いまいちパッとしないのよね。
vo_adv_5088004_102.m4a|派手にするためには、やっぱり歌と踊りは外せないわよね。それにオシャレな衣装替えも♪
vo_adv_5088004_110.m4a|えっ！？　アタシ！？
vo_adv_5088004_112.m4a|アアア、アタシ！？　だってそんな、できないわよ！？今までだって学芸会くらいしかやったことないのに！お芝居にダンスに歌なんて……
vo_adv_5088004_119.m4a|…………うぅ……あの、その……ア、アタシはこういうの、やったことないけど……そんなの！　いいに決まってるじゃない！
vo_adv_5088004_120.m4a|きっと、大人のレディになるヒントがたくさん詰まってるわ！それに……クルミが誘ってくれたのに、断るわけがないじゃない！
vo_adv_5088004_122.m4a|その代わり、いろいろ教えてよね？出るとは言ったけど、うまくできるかどうか、すごく不安だから……
vo_adv_5088004_126.m4a|こっ、こう？きゃあぁ！　落としちゃう！
vo_adv_5088004_128.m4a|ちょっともう！　アタシのことは食べなくていいの！くすぐったいでしょ！　舐めないでよ～～！
vo_adv_5088004_129.m4a|ンモー！！
vo_adv_5088004_130.m4a|モオォーーーー！
vo_adv_5088004_132.m4a|……ねえ、これ本当にお芝居の練習？
vo_adv_5088004_135.m4a|大人のレディはこんなことしない……と思うけど……うう、するかも……しれないわよね！
vo_adv_5088004_150.m4a|……あはは……うれしい、よね、クルミ。
vo_adv_5088005_038.m4a|ひゃわっ！？え、えええ、ええと……ま、まあそうね！
vo_adv_5088005_039.m4a|ていうか、アンタ、レディを驚かせたりするんじゃないわよ！
vo_adv_5088005_045.m4a|そんなのできれば苦労はしないってのよ！いくらアタシがもうちょっとで完璧な大人のレディだからって、あ、あんな大勢のお客さんの前で……！
vo_adv_5088005_046.m4a|お芝居したり歌ったり踊ったり……いくら練習したって言っても、無理じゃない！？どどど、ど、どうしようクルミ！？
vo_adv_5088005_047.m4a|ねえ、アンタエスコートしてくれ……ないわよね……
vo_adv_5088005_053.m4a|…………
vo_adv_5088005_055.m4a|う、うん。
vo_adv_5088005_059.m4a|ありがと、クルミ！うまくできるかはわかんないけど、アタシ、精一杯やってみる！
vo_adv_5088005_076.m4a|これで大切な黄金のチーズは守れたわね。チーズの精との約束も、ちゃんと果たせて本当に安心したわ！
vo_adv_5088005_077.m4a|みんな、今日はありがとう♪
vo_adv_5088005_083.m4a|ぶ、無事に終わってほっとしたぁ……
vo_adv_5088005_086.m4a|ありがと！　アタシも、何とか頑張れたよ！膝がちょっと震えちゃったけど……クルミがいてくれたから、怖くなかった！
vo_adv_5088005_088.m4a|それに、見て……お客さんもあんなに笑顔で！
vo_adv_5088005_090.m4a|そ、それはこっちのセリフだけどね！でも。よかった！
vo_adv_5088005_093.m4a|…………え？
vo_adv_5088005_094.m4a|クルミ、今何か聞こえなかった？
vo_adv_5088005_096.m4a|でも、いったい何が……？
vo_adv_5088006_003.m4a|捕まえたわ、悪いネズミ親分！これでもう、悪事はおしまいよ。力を貸してくれてありがとう、伝説のチーズナイト！
vo_adv_5088006_004.m4a|ほかにいないでしょ！　アタシたちをエスコートしてくれてありがと♪頼りになるじゃない、チーズナイト！
vo_adv_5088006_016.m4a|日記？
vo_adv_5088006_027.m4a|じゃあ、アタシたちみたいにバイトをすればいいんじゃない？何かできる仕事があれば……
vo_adv_5088006_038.m4a|アタシもいい案だと思うわ。それに張りぼてのネズミが本物に変われば……今回はアドリブだったチーズナイトが、ちゃんと登場できるものね？
vo_adv_5088006_039.m4a|ちゃんと、エスコートしてくれるんでしょ、アンタも。
vo_adv_5088006_043.m4a|そんなことしたら、アタシたちがとっちめてやるもの。
vo_adv_5088006_046.m4a|それじゃ、決まりね！
vo_adv_5088006_061.m4a|今日も、みんなにおいしいチーズを届けるために、荷車を引いてるの！
vo_adv_5088006_063.m4a|チーズの精が、おいしいチーズを届けに行くと思うわ！
vo_adv_5088006_070.m4a|よかった、評判上々みたいね♪
vo_adv_5088006_072.m4a|えっ、何が？
vo_adv_5088006_074.m4a|そっ！　そんなの！アタシは大人のレディとして、当然のことをしただけだしっ！それにアタシの方こそ、お礼を言わなくちゃならないでしょ。
vo_adv_5088006_075.m4a|あの時、アタシのことをエスコートしてくれて……ありがと。かっこよかったわ、クルミ。
vo_adv_5088006_077.m4a|そんな怖がりの子がネズミと共演しよう、なんて言えるわけないでしょ！アンタ、勇気あるわ。これホントよ。だから、自信持ちなさいよね！
vo_adv_5088006_079.m4a|そう思うでしょ、チュウジ。
vo_adv_5088006_081.m4a|ねえ、クルミ。アタシたち、チーズお守り大作戦のミサキとクルミでほんと良かったわね！
vo_adv_5088006_089.m4a|そうね！あ、クルミ！　見て。門のところ……サレン様じゃない！？
vo_adv_5088006_101.m4a|でも、やり直せるわ。算数の問題だってそうなんだから。間違っても、ちゃんと正しい解き方でやり直せば、正しい答えにたどり着くのよ。
vo_adv_5088006_102.m4a|だから、アンタも大丈夫でしょ！
vo_adv_5088006_110.m4a|はいっ！
vo_adv_5088006_111.m4a|……階段を上る……かぁ。アタシもまだまだってことよね。でも……今回は楽しかったし、まあいっか！
vo_adv_5088006_112.m4a|えっ！？　ちょっと何なのよアンタいきなり！？レディの独り言を聞くとかダメでしょ！
vo_adv_5088006_113.m4a|今日のところは、見逃してあげるけど……本来はマナー違反よ。気を付けてよね。
vo_adv_5088006_114.m4a|それはー！　当たり前なんだけど！でもほら、志は高くっていうか……ゴールはまだまだ先なの。常に探求が必要なのよ！
vo_adv_5088006_119.m4a|ちょっと、泣かないでよ、アタシまで寂しくなっちゃうでしょ！
vo_adv_5088006_121.m4a|そうよ！ちゃんと遊びに来るから待ってて。まあ、アタシんちに遊びに来てもかまわないけど？
vo_adv_5088006_122.m4a|でもそうね、今度はオシャレなカフェでスイーツお茶会とか？大人カジュアルなレストランで優雅なランチとか？そういうのもいいかもしれないわね！
vo_adv_5088006_124.m4a|もうちょっと大人になったら入れるわよ！だってアタシたち絶対、素敵なレディになるんだから！
vo_adv_5088006_125.m4a|そうでしょ？
vo_adv_5088006_127.m4a|あれ？　寝ちゃったの？
vo_adv_5088006_129.m4a|アタシたちも寝ましょ。今日はいっぱいやることがあったから……楽しかったけど、へとへと……
vo_adv_5088007_015.m4a|こんにちは。アタシのこと呼んだ？
vo_adv_5088007_017.m4a|……ただいま！早く着いちゃった！そしたらアタシの名前が聞こえてきたから……
vo_adv_5088007_019.m4a|それじゃ早く読もう♪
vo_adv_5088007_020.m4a|ほら、アンタもこっち来て。チーズお守り大作戦様、チーズナイト様、って書いてある！
vo_adv_5088007_023.m4a|……うん！　もちろん！
vo_adv_5088007_025.m4a|そうね！　せっかく覚えた仕事だし、牛さんたちとも仲良くなれたし！
vo_adv_5088007_027.m4a|うん、もちろん！
vo_adv_5088007_056.m4a|久しぶりの牧場！はぁ～この空気、最高！
vo_adv_5088007_067.m4a|よかったね、クルミ！
vo_adv_5088007_070.m4a|さ、アタシたちも仕事を始めましょ！今日は牛たちの世話に、温泉の仕事に……忙しいわよ！ま、大人のレディは完璧にこなすけどね。
vo_adv_5088007_072.m4a|行きましょ。ほら、アンタも！
vo_adv_5088101_003.m4a|アタシも手伝うわ。なんたってアタシは大人のレディだもの！……えーっと、うん、何ができるかわからないけど！
vo_adv_5088101_005.m4a|そうそう、それよ！
vo_adv_5088203_000.m4a|はぁ、どうにか倒せたけど……手ごわかったわね。
vo_adv_5088203_002.m4a|なんにせよ、アタシたちの勝利よ！……って、喜びたいところだけど、それにはもうひと仕事必要みたい。
vo_adv_5088204_000.m4a|うわぁ……ネズミたちの雰囲気がなんだか……一層強そうになってない……？
vo_adv_5088204_002.m4a|なんにせよ、あいつらの悪事はアタシたちが止めないとね！
vo_adv_5088301_001.m4a|そうね、クルミ！アタシたちの本気、見せてやらなくちゃ。大人のレディたるもの、どんな敵にだって怯んだりしないわよ！
vo_adv_5088302_000.m4a|ま、まだ戦うの、あいつら～！
vo_adv_5088302_002.m4a|いくらアタシが大人のレディだからって、いつまでも甘い顔してると思ったら大間違いなんだから！今度こそ本当に、とっちめてやる！　覚悟しなさいっ！
vo_adv_5088308_001.m4a|よく言ったわ、クルミ！　それでこそ大人のレディよ！
vo_adv_5088308_003.m4a|よぉし、覚悟しなさい、泥棒ネズミ！チーズお守り大作戦の、ミサキとクルミが！
vo_adv_5088321_002.m4a|ちょっとー！！１、２、３……何匹いるのよ！？こんなにたくさん出てくるなんて聞いてないわよ！
vo_adv_5088321_004.m4a|地道にやっても埒が明かないわ。一気に片づけちゃいましょ！
vo_adv_5088322_002.m4a|一安心してる暇はないってことね……レディとしてはこの辺りで、お色直しとかしたかったけど……残念だわ！
vo_adv_5088323_001.m4a|そ、そっちこそ！　そろそろ諦めたらどうなのよ！？
vo_adv_5088323_003.m4a|……どういうことよ？
vo_adv_5088402_001.m4a|本当？　今度こそ本当の本当なの？この先があるなんて言わないわよね……？アタシもう、へとへと……
vo_adv_5088403_000.m4a|さあ、これで10体目！この後も気合入れて、サクサク行くわよ！
vo_adv_5088405_000.m4a|よーし！　これで30体目ね！……どう？　これがレディの力よ！
vo_adv_5088411_000.m4a|なんだかんだでいろいろなことがあったけど、振り返ってみれば、楽しかったわね。
vo_adv_5088411_002.m4a|それはアタシのセリフよ。これこそサレン様の思し召しってヤツなのかもしれないわね。アタシも、あの日勇気を出してここに来て、本当に良かった。
vo_adv_5088411_003.m4a|それにね、クルミやアヤネ……救護院の皆のおかげでレディの階段を上っちゃったもの！今はアタシたち、完璧に大人のレディよ。まぎれもなく、ね！
vo_adv_6088101_000.m4a|サレンディア救護院の役に立ってサレン様に認めてもらうわ！それに、サレン様の周りに居る人もみんな素敵よね。やっぱり素敵な人には素敵な人が集まってくるのよね。
vo_adv_6088101_001.m4a|放っておけない魅力ってのも大事よね。でも、アレは人にマネできるものじゃないわよね。マネしたら大けがしそうだわ……
vo_adv_6088101_002.m4a|な～んか軽く言われすぎて本音に聞こえないんだけど、まぁいいわ。アタシもとっても素敵なレディだもの！お褒めの言葉は素直に受け取るわ！
vo_adv_6088102_000.m4a|クルミって普段はおとなしいのに、役を演じているときは本当にすごいわよね。別人みたい。あれが、女優……
vo_adv_6088102_001.m4a|……？　何言ってるのよ。アタシはクルミみたいなことは……あっ！　無理して大人ぶってるって言いたいの！？む～～そんなことないわ！　これは素よっ！　素！
vo_adv_6088102_002.m4a|いきなり怖いこと言わないでよ。そんなわけないでしょ。ない…………わよね？
vo_adv_6088103_000.m4a|牧場の仕事なんてレディらしくないとも思ったけど、やってみたらとっても素敵な仕事だったわね。いろんなことに挑戦するのは大人のレディに相応しいわ。
vo_adv_6088103_001.m4a|そうね、大人のレディは動物の心も開くのよ。……牛がアタシをかわいがってる気がしないでもないけど、それは考えないことにするわ。
vo_adv_6088103_002.m4a|それも悪くないけど、アタシはやっぱり街でバリバリ働くレディになりたいわ。そのお仕事で協力するのはアリかも……って、アキノさんに影響されすぎかしら？
vo_adv_6088104_000.m4a|アキノさんのバイタリティ……すごいわね。あれがサレン様のライバル……そう考えると、アキノさんからも学ぶことがたくさんある気がするわ。
vo_adv_6088104_001.m4a|服とかアクセサリーのプロデュースを始めるのもよさそうね。スズナと一緒に始めようかしら。でもそうなるともっと勉強しないと……やっぱり今のはなしで。
vo_adv_6088104_002.m4a|え？　爆発？　いきなり何言ってるのよ。あんなやり手の人が爆発したりするわけないじゃない。冗談ならもっとマシなものを言いなさいよ。
vo_adv_6088105_000.m4a|たくさんのお客さんが来て大成功ね！でもまだこんなもんじゃないわ！　もっとがんばってサレン様に褒めてもらうんだから！
vo_adv_6088105_001.m4a|サレン様は真新しい商品を取り扱ったりしてるのよね。確かにそういうのは必要かも……よし！新商品を探しに行きましょう！　アンタも付き合いなさい！
vo_adv_6088105_002.m4a|ショーって、モデルが出るような……？それは物産展に合わないんじゃないかしら。場所をわきまえるのも大切よ？　覚えておきなさい。
vo_adv_6088106_000.m4a|大切な場所がなくなりそうなのは、アタシもよくわかるわ……でもあんなことしちゃダメよね。人に迷惑を掛けずに守らないと。
vo_adv_6088106_001.m4a|失敗してもやり直せばいいのよね。エリザベスパークの人たちはみんないい人だし、きっとうまくいくわよね。
vo_adv_6088106_002.m4a|ソ、ソウネ。ホントウニソウオモウワ。アタシモキチントベンキョウシナイト。
vo_adv_6088107_000.m4a|フフン。どうかしら、この衣装。まぁ、アタシは何を着ても素敵になっちゃうけどね！
vo_adv_6088107_001.m4a|な、何よ？　黙ってないで何か言いなさいよ。似合ってる？　そ、そう。あまりに似合ってるから見惚れてたのね。それなら許してあげるわ。
vo_adv_6088107_002.m4a|そうでしょう？　物産展の明るい雰囲気にピッタリよね！シチュエーションにあったものを作る……さすがアキノさん。一流の商人だわ。
vo_adv_9003502_012.m4a|よーしっ、そろそろ反撃してやるわ！大人のレディの真の力、見せてやるんだから！
vo_adv_9003506_000.m4a|ミソラ、観念しなさいっ！もう後がないわよ！
vo_adv_9003506_008.m4a|ちょ、ちょっと！アンタこそ待ちなさいよ、シェフィ！
vo_adv_9003510_000.m4a|ミソラ、観念しなさいっ！もう後がないわよ！
vo_adv_9003510_008.m4a|ちょ、ちょっと！アンタこそ待ちなさいよ、シェフィ！
vo_adv_9004005_006.m4a|{player}、やっと来たわね。レディをこんなに待たせるなんて。
vo_adv_9004005_019.m4a|ひっ！？　な、なんか寒気がしたんだけど……？え、えぇっと……あたしは遠慮しておくわ。
vo_adv_9005009_005.m4a|あら久しぶりねシェフィ。まったく、テストでいい点とれないからってボランティア活動だなんて。服が汚れちゃったらどうしてくれるのよ。
vo_adv_9005009_007.m4a|待って！？　毒のある場所があるの！？聞いてないわよっ！？　ちょっとスズナ！命がけのボランティアじゃないのこれっ！？　冗談じゃないわよ！？
