vo_adv_1036009_000.m4a|あ、{player}さんじゃないですか。こんにちは、今日はいいお天気ですね。
vo_adv_5098000_061.m4a|かわいい…………じゃなくって、え～っと……
vo_adv_5098000_062.m4a|あなた、誰？
vo_adv_5098001_001.m4a|わわっ！？ちょ、ちょっと……！
vo_adv_5098001_003.m4a|えっ……ええっ！？
vo_adv_5098001_007.m4a|捕まえてなんかないよ～！
vo_adv_5098001_009.m4a|そうなのかな……？海から離れるとき、バッグの中は確認したのに……
vo_adv_5098001_014.m4a|あっ……それ、私が見つけた石！
vo_adv_5098001_017.m4a|本当だ……！しかも、この空洞の大きさ……ちょうど、この子と同じくらいだよ！
vo_adv_5098001_020.m4a|……入ったって言うよりも、むしろ……最初からこの中にいたのかも。
vo_adv_5098001_021.m4a|つまりね、私たちが石だと思っていた物は……
vo_adv_5098001_023.m4a|タマゴなんて知らなかった……！ど、どうしよう……
vo_adv_5098001_026.m4a|そ……そうだね。早く帰らないと怒られちゃうし……
vo_adv_5098001_030.m4a|ダメですっ！
vo_adv_5098001_032.m4a|……知らなかったとはいえ、タマゴを持ってきたのは私です。だから、{player}さんに甘えるわけにはいきません。
vo_adv_5098001_033.m4a|今日のところは、私が連れて帰ります。ちょっとの間なら、誰にも気づかれないと思いますし……それに……懐いてくれてるみたいですから。
vo_adv_5098001_036.m4a|うん。それじゃあ……みんな、さようなら。また明日ね。
vo_adv_5098001_040.m4a|あっ……ダメだよ、ちゃんと中に隠れてて……！いい子だから、ねっ？
vo_adv_5098001_042.m4a|うんうん、えらいよ。いい子いい子……
vo_adv_5098001_045.m4a|ミソギっ、ミミっ。それに{player}さんも……おはようございます。
vo_adv_5098001_046.m4a|はい、どうにか……みゅ～ちゃんも大人しくしていてくれましたから。
vo_adv_5098001_048.m4a|えっと……やっぱり名前がないと呼びにくいかなと思って……この子も気に入ってくれたみたいだし。
vo_adv_5098001_053.m4a|ああ、それは……さっき朝ごはんを食べたからかもしれません。
vo_adv_5098001_055.m4a|わかったっていうか……私の朝ごはんを食べたそうにしてたから、半分こしたの。そうしたら、すっごく美味しそうに食べちゃって……
vo_adv_5098001_059.m4a|それなんだけど……私、この子がどんな種族なのか、生き物図鑑で調べてみたんだ。……でも、この子と同じ種族が見つからなかったの。
vo_adv_5098001_061.m4a|そう思って、魔物の図鑑も調べてみたんだけどね？そっちのほうでも、それらしい魔物は見つからなくて。
vo_adv_5098001_067.m4a|ミソギっ、みゅ～ちゃんっ。静かにっ！他の人に見つかったら大変だよっ。
vo_adv_5098001_072.m4a|……とにかく。何もわからない以上、この子は元の場所に返すしかないよ。他の人たちに見つかる前に……
vo_adv_5098001_078.m4a|もう、ミソギってば！　遊びに来たんじゃ……あれ？　このやりとり、昨日もやったような……？
vo_adv_5098001_091.m4a|おかしいのはそれだけじゃないよ。みゅ～ちゃんと同じタマゴも見つからなかったよね。
vo_adv_5098001_098.m4a|いつの間に、あんな遠くまで……！
vo_adv_5098001_101.m4a|えーいっ！！
vo_adv_5098001_102.m4a|ふぅ……
vo_adv_5098001_107.m4a|…………
vo_adv_5098001_109.m4a|あっ……ううん、なんでもないよ。
vo_adv_5098001_110.m4a|ただ……助けてよかったのかな、って思って……
vo_adv_5098001_111.m4a|もちろん、みゅ～ちゃんが怪我しなかったのはよかったよ？……でも、みゅ～ちゃんはペットじゃないもん。野生の生き物でしょ？　だから……
vo_adv_5098001_114.m4a|野生には野生のルールがあるんだよ。だから、あんまり人間が手を出しちゃいけないの。ほら、弱肉強食って言うでしょ？
vo_adv_5098001_118.m4a|みゅ～ちゃんを自然に返すのなら、本当はさっきみたいに助けちゃいけないんだよ。……自分のことは自分で守れるようにならなくちゃ。
vo_adv_5098001_124.m4a|確かにそうですね……あと昨日も今日も、みゅ～ちゃんと同じ生き物も見かけませんでした。
vo_adv_5098001_125.m4a|これって、よく考えてみるとおかしいですよ。この海岸に生息している生き物だったら、もっと痕跡があってもいいはずなのに……
vo_adv_5098001_128.m4a|わからない。でも、私たちの図鑑には載ってないくらいだもん。もしかしたら、ずっとずっとず～っと遠い場所なのかも。
vo_adv_5098001_131.m4a|それはっ…………そうかもしれないけど……
vo_adv_5098001_133.m4a|見届ける……？
vo_adv_5098001_135.m4a|…………
vo_adv_5098001_137.m4a|……このままひとりぼっちにしておくほうが、無責任だよね。
vo_adv_5098001_138.m4a|わかった。私たちで育てよう。みゅ～ちゃんのこと。
vo_adv_5098001_141.m4a|ただし！　みゅ～ちゃんの仲間が見つかるまでだよ？それか、みゅ～ちゃんの仲間が住んでいる場所がわかるまでっ。あくまでも、一時的な保護なんだからっ。
vo_adv_5098001_143.m4a|そっ、そそそんなことないよっ！私は責任を果たそうとしてるだけで……！
vo_adv_5098001_145.m4a|ありがとうございます。みんな、頑張ろうねっ！
vo_adv_5098002_005.m4a|みゅ～ちゃん、秘密基地に慣れてくれたみたい。よかった……
vo_adv_5098002_007.m4a|うん。せめて、どんな生き物なのかわかってからじゃないと。
vo_adv_5098002_010.m4a|……さてと。いっぱい遊んだし、そろそろ行こっか。
vo_adv_5098002_013.m4a|もうっ、忘れたの？みゅ～ちゃんについて調べるのっ。昨日も一昨日も、遊んでばっかりだったでしょ？
vo_adv_5098002_014.m4a|みゅ～ちゃんも秘密基地に慣れてきたし、今日からはちゃんと情報収集をしなくちゃ！
vo_adv_5098002_017.m4a|あ、それなんだけど……みゅ～ちゃんはお留守番がいいんじゃないかなって。目立っちゃうかもしれないし。
vo_adv_5098002_020.m4a|うう……わかってるよ、私もわかってる。でも……
vo_adv_5098002_023.m4a|頼っていいのかなぁ、その自信……
vo_adv_5098002_024.m4a|{player}さんまで……
vo_adv_5098002_026.m4a|…………
vo_adv_5098002_027.m4a|……みゅ～ちゃん。お行儀よくしてるって、約束できる？
vo_adv_5098002_029.m4a|もう……しょうがないなぁ。……ふふ。
vo_adv_5098002_032.m4a|ミソギってば……みゅ～ちゃんだって静かにしてるのに。
vo_adv_5098002_036.m4a|生き物のコーナー、生き物のコーナー……うーん、見当たらないなぁ。司書さんに教えてもらったのは、この辺のはずだけど……
vo_adv_5098002_047.m4a|せめて似たような生き物が見つかれば、手がかりになるかと思ったけど……
vo_adv_5098002_056.m4a|いいんですか？
vo_adv_5098002_058.m4a|ど、どうもありがとうございま──わわっ！？
vo_adv_5098002_063.m4a|きっと、お腹が空いてたんだ……それでクレープの香りに誘われて……
vo_adv_5098002_069.m4a|えっ？あ……そ、そうなんです。ぬいぐるみなんですよ。新商品で……えっと、動くんです。たまに。
vo_adv_5098002_083.m4a|みゅ～ちゃん、お家についたよ。……みゅ～ちゃん？
vo_adv_5098002_088.m4a|好き嫌いについては置いておくとして……やっぱり、ずっとバッグの中に閉じ込めちゃったのはよくないよね。ごめんなさい、みゅ～ちゃん。
vo_adv_5098002_091.m4a|あなたが思いっきり遊べるような場所……すぐに見つけてあげるからね、みゅ～ちゃん。
vo_adv_5098003_003.m4a|ふう……どうしよう……
vo_adv_5098003_004.m4a|あ、{player}さん……おはようございます。
vo_adv_5098003_005.m4a|まあ……ちょっとだけ。
vo_adv_5098003_010.m4a|あ、あやしくなんかないよっ。……でも、せっかくだしミソギとミミにも聞いてもらおうかな。
vo_adv_5098003_012.m4a|……みゅ～ちゃんのことだよ。
vo_adv_5098003_015.m4a|このところ図書館で調べたり、ギルド管理協会に行って魔物のことを質問したり、いろんなことをしてきたでしょ？
vo_adv_5098003_017.m4a|だからね？誰もみゅ～ちゃんのことを知らないのなら、やみくもに情報を探しても、あんまり意味がないのかなって思ったの。
vo_adv_5098003_018.m4a|もっと、なんていうか……そう、ヒントがないと。
vo_adv_5098003_020.m4a|それは…………わからない。
vo_adv_5098003_022.m4a|しょうがないでしょっ？私だって、そのことに気がついたばかりだし……それでさっきも悩んでたんだからっ。
vo_adv_5098003_025.m4a|…………ううん、待って。そっか、そうすればいいんだ……！
vo_adv_5098003_027.m4a|質問するわけじゃないよっ。みゅ～ちゃんのことを観察するの！
vo_adv_5098003_028.m4a|私たち、みゅ～ちゃんとお話しはできないけど、見ているとなんとなく気持ちがわかったりするでしょ？それと同じだよ！
vo_adv_5098003_029.m4a|みゅ～ちゃんがどんなものが好きで、どんなものが苦手なのか。そういうものを観察していけば、何かヒントが見つかるはず！
vo_adv_5098003_041.m4a|初めて見た相手だもんね。それに体の大きさも違うし……
vo_adv_5098003_042.m4a|まあ、私たち以外の遊び相手に、みゅ～ちゃんがどんな反応をするのかを観察するには、いい相手かもしれないけど。
vo_adv_5098003_050.m4a|私たちが思った以上に、みゅ～ちゃんには順応性があるみたいだね。食べ物の好き嫌いがないのにも納得かも。
vo_adv_5098003_052.m4a|えっと……人見知りしない性格ってこと。
vo_adv_5098003_054.m4a|まだ、そうかもしれないってだけだけどね。海で魔物に襲われたこともあったし。
vo_adv_5098003_057.m4a|あなたの顔の広さには驚かされますね……でも、念のため聞かせてください。その人は信用できる人なんですか？
vo_adv_5098003_067.m4a|た、確かに大人しそうですね……この子だったら大丈夫かも。
vo_adv_5098003_068.m4a|みゅ～ちゃん、出ておいで。
vo_adv_5098003_071.m4a|みゅ～ちゃん、っていうんです。種族については、まだわからなくて……それで、ちょっとお話を聞いてほしいんです。
vo_adv_5098003_088.m4a|思いつく限りのことは調べてみたんです。でも……
vo_adv_5098003_091.m4a|いいんですか？
vo_adv_5098003_094.m4a|シオリさん……ありがとうございますっ。あの、もしよかったら私にも本を貸してもらえませんか？手分けをしたほうが効率的だと思いますから。
vo_adv_5098003_096.m4a|はいっ！
vo_adv_5098004_003.m4a|…………
vo_adv_5098004_005.m4a|ううんっ、そんなことないよ。……ちょっと寝不足で。昨日、シオリさんから借りた本を読んでたから。
vo_adv_5098004_007.m4a|全部じゃないよ。でも、気になった本があって……
vo_adv_5098004_011.m4a|プールバッグ……みゅ～ちゃん、いつもあの中で寝てたよね。
vo_adv_5098004_013.m4a|誘拐っ！？あんまり考えたくないけど……バッグに入ったまま、みゅ～ちゃんがいなくなったりはしないよね……
vo_adv_5098004_015.m4a|それは…………
vo_adv_5098004_016.m4a|…………
vo_adv_5098005_005.m4a|一通りはね。
vo_adv_5098005_007.m4a|……『幸福を呼ぶ生き物』は、別の世界からやってきた存在。そして力を使い果たすと…………
vo_adv_5098005_008.m4a|…………
vo_adv_5098005_009.m4a|……この世界から、消えてしまうそうです。
vo_adv_5098005_012.m4a|そうかもしれないし、そうじゃないかもしれない。でも弱った結果、消えちゃうのは確かみたい。
vo_adv_5098005_013.m4a|とにかく力を使わずにいれば、その間だけは大丈夫だけど……それはただのその場しのぎで、解決する方法じゃない。解決するには……
vo_adv_5098005_015.m4a|……うん。それなら消えるんじゃなくて、元気なままでいられるはず。
vo_adv_5098005_019.m4a|……まあ、最初からお家に帰すつもりだったもんね。そのときが来たってだけ。
vo_adv_5098005_020.m4a|…………ただ、それだけの話だよ。
vo_adv_5098005_024.m4a|……うん。みゅ～ちゃんもまだ元気じゃないし……それにね？　帰るにはタイミングがあるみたいなの。
vo_adv_5098005_025.m4a|私たちの世界と、みゅ～ちゃんの世界。いつもは別々の世界が繋がるタイミング……そのとびらが開く瞬間を狙わないといけないんだって。
vo_adv_5098005_027.m4a|そうなるかな。タイミングについては、これから詳しく調べてみる。
vo_adv_5098005_030.m4a|……そうだね。みゅ～ちゃんのために、頑張らなくちゃ。
vo_adv_5098005_039.m4a|とにかく、情報を共有しますね。聞いてもらえますか？
vo_adv_5098005_040.m4a|……ということで、みゅ～ちゃんが帰る日時と場所は割り出せました。日時は一週間後の夜。場所はみゅ～ちゃんのタマゴがあった海岸です。
vo_adv_5098005_044.m4a|本の記述によると、みゅ～ちゃんは夜のほうが元気らしいんです。なんでも、みゅ～ちゃんの世界は月に関係しているみたいで……
vo_adv_5098005_045.m4a|だから、これからは夜にも来てみようってことになって。比較的元気なときにお勉強したほうがいいですし。
vo_adv_5098005_050.m4a|残り時間は少ないけど、やれるだけのことはやろうね。……それが私たちの義務だから。最後まで責任を持って見届けよう。
vo_adv_5098005_061.m4a|こほん。どんなときでも知識は大切です。知識を活用すれば、ピンチもチャンスに変えることができるんですよ。
vo_adv_5098005_063.m4a|いいお返事ですね。元気になってきて安心しました。
vo_adv_5098005_065.m4a|さあ、さっそくお勉強しましょうね。時間は残りわずかですから。
vo_adv_5098005_066.m4a|……最後の日まで。
vo_adv_5098006_000.m4a|一週間……長いようで短かったね。
vo_adv_5098006_006.m4a|……そうだね。どこでも、立派にやっていけるよ。
vo_adv_5098006_009.m4a|……じゃあ、そろそろ行こうか。間に合わなくなっちゃう。
vo_adv_5098006_012.m4a|…………
vo_adv_5098006_015.m4a|……ごめん。すぐ行くから。
vo_adv_5098006_017.m4a|大丈夫、わかってるよ。ちょっとだけ……ちょっとだけ、休んでるだけだから。
vo_adv_5098006_018.m4a|きちんとお別れするんだもん。……行かなくちゃいけないんだもん。だから、平気だよ……
vo_adv_5098006_022.m4a|ミソギ、ミミ……
vo_adv_5098006_023.m4a|……二人の気持ち、よくわかるよ。そうだよね、言えないよね。
vo_adv_5098006_024.m4a|今、本当のことを言ったら……離れたくないって言っちゃったら、その願いはきっと叶っちゃう。
vo_adv_5098006_025.m4a|だから言えないし、心の底から考えることもできない。みゅ～ちゃんの力を知ったときから、わかっていたはず……
vo_adv_5098006_026.m4a|それなのに、どうして…………歩けなくなっちゃうんだろう。
vo_adv_5098006_029.m4a|…………
vo_adv_5098006_030.m4a|{player}さん……そうですよね、その通りです。
vo_adv_5098006_031.m4a|みんな、ごめんなさい。もう大丈夫です、本当に。
vo_adv_5098006_032.m4a|最後までやり遂げましょう。──まだ、一時的な保護は終わっていませんから。
vo_adv_5098006_035.m4a|……うん、着いたね。
vo_adv_5098006_037.m4a|……みゅ～ちゃん、出ておいで。
vo_adv_5098006_039.m4a|ふふ、いい子いい子……♪
vo_adv_5098006_043.m4a|たぶん、大丈夫だよ。まだ時間じゃないし。
vo_adv_5098006_047.m4a|…………
vo_adv_5098006_049.m4a|……ありがとう、大丈夫だよ。さあ、遊ぼ！いっぱいはしゃいで、笑って……素敵なおみやげにしなくちゃ！　ねっ！
vo_adv_5098006_052.m4a|えっ？私の後ろに──きゃっ！？
vo_adv_5098006_054.m4a|……ミソギ～っ！よくもやったな～！てーいっ！
vo_adv_5098006_063.m4a|頑張れ～！……ふふっ。
vo_adv_5098006_068.m4a|時間が来たみたいですね……
vo_adv_5098006_076.m4a|みゅ～ちゃん。
vo_adv_5098006_081.m4a|……頑張って。
vo_adv_5098006_086.m4a|みゅ～ちゃん……！
vo_adv_5098006_088.m4a|あの光に引き寄せられてきたのかも……！とにかく追い払おう！
vo_adv_5098006_092.m4a|──行きなさい！
vo_adv_5098006_095.m4a|だから……あなたは帰るの！仲間たちがいる場所に！
vo_adv_5098006_100.m4a|ここから……離れなさい！
vo_adv_5098007_001.m4a|ミソギってば、海に来たら同じことばっかり言ってるね……
vo_adv_5098007_003.m4a|って、ミミまでっ？もう……
vo_adv_5098007_005.m4a|うん。実はね、二人に伝えたいことがあるんだ。それも、この海で。
vo_adv_5098007_007.m4a|ミミ、正解。私、みゅ～ちゃんとお別れしたあとも、いろいろ調べてみたの。シオリさんにも手伝ってもらったりして。それで……よいしょ。
vo_adv_5098007_008.m4a|この本、図書館の……へいかしょこ？　っていうところから借りたんだ。これも民俗学の本なんだけど……ほら、ここを読んでみて。
vo_adv_5098007_010.m4a|……『この生物の生態については、不明な点が多く研究の余地がある。そして調査によると、決まった周期で現れる可能性もあるようだ。研究の機会が完全に失われたとは言い難い』
vo_adv_5098007_012.m4a|また会えるかもしれないってことっ！
vo_adv_5098007_017.m4a|どんな繋がりが……でも、確かにもうお昼の時間だもんね。
vo_adv_5098007_018.m4a|伝えたかったことも伝えたし、ご飯にしようか。遊ぶのはそれからね。
vo_adv_5098007_021.m4a|……あ。
vo_adv_5098007_023.m4a|……今日のお弁当、ピーマン入ってる。
vo_adv_5098007_025.m4a|……でも、食べるよ。みゅ～ちゃんと約束したもん。約束を破っちゃいけないよね。
vo_adv_5098007_026.m4a|いただきますっ！もぐっ……もぐもぐもぐ……んん～っ！！
vo_adv_5098007_049.m4a|そのときは、きっとみゅ～ちゃんもおっきくなってるよね。私たちも、もっとお姉さんにならなくちゃ。
vo_adv_5098007_051.m4a|おばあさんだと……私たち【リトルリリカル】じゃなくて、【シニアリリカル】になってるのかな。それも面白そうだけど。
vo_adv_5098007_054.m4a|…………
vo_adv_5098007_055.m4a|ああ、なんでもありません。ただ……私のプールバッグ、こんなに軽かったかなって。
vo_adv_5098007_057.m4a|そっか……そうだね、きっと。
vo_adv_5098101_001.m4a|ミソギ、何回言っても宿題は減らないよ？一つ一つ、きちんと終わらせないと。
vo_adv_5098101_004.m4a|つまんないって……やらないといけないんだから、しょうがないでしょ？
vo_adv_5098101_006.m4a|確かに……夏休みの宿題は、いつものとは違うもんね。
vo_adv_5098101_008.m4a|じゃあ調べてみようか。宿題の課題は、学校や学年が違っても、同じようなものが多いし……ちょうどいいのがあるかも。
vo_adv_5098101_012.m4a|私も見つけたよ。じゃあ、せーので言おうか。せーのっ！
vo_adv_5098203_001.m4a|うんっ。……みゅ～ちゃん、元気でね。
vo_adv_5098203_010.m4a|さっきのゲートでは、向こうの世界に届ききらなかったってことかな……みゅ～ちゃん、ミソギ、ミミ！また挑戦してみよう！
vo_adv_5098204_004.m4a|今度こそ、二つの世界をしっかり繋ごうね！
vo_adv_5098301_002.m4a|みんなで攻撃すれば、その部分だけゲートの魔力が弱まるはず……きっと、それが道になるよ！
vo_adv_5098302_001.m4a|さっきのゲートより力が強いね……！これなら、きっと向こう側まで通じるはず！
vo_adv_5098308_000.m4a|このゲート……今までで一番強い力だね……！魔力で空気が震えてるよ……！
vo_adv_5098321_002.m4a|……もしかしたら、私たちの心が原因なのかも。
vo_adv_5098321_004.m4a|みゅ～ちゃんのことを送り出したいけど……でも心の中には……
vo_adv_5098321_006.m4a|っ！……ごめん。
vo_adv_5098321_010.m4a|……そう、だよね。ミソギの言う通りだよ。私たちが倒さなかったら……乗りこえなかったら……！みゅ～ちゃんも心配して帰れないよ！
vo_adv_5098322_001.m4a|うん……よかった……これでもう大丈夫、かな？
vo_adv_5098322_006.m4a|きっとゲートから力を貰ってるんだよ。……でも、私たちなら大丈夫！自分の心にだって負けなかったんだから！
vo_adv_5098323_000.m4a|くっ……すごい力……これまで以上だね……！
vo_adv_5098323_003.m4a|……強くなったね、みゅ～ちゃん。
vo_adv_5098402_002.m4a|……そっか。
vo_adv_5098402_005.m4a|きっと大丈夫だよ。何度もゲートに向かっていくところを見たでしょ。あれだけ元気なら、何があってもへっちゃらだよ。
vo_adv_5098402_008.m4a|……もうちょっとだけ、ここにいたいな。
vo_adv_5098405_000.m4a|いつの間にか、30回も達成していたんですね……！自分でも、実力がついているのを感じます……
vo_adv_5098411_002.m4a|いろんなことがあったもんね。……本当に。
vo_adv_5098411_005.m4a|……またみんなで来ようね、海。
vo_adv_9003500_001.m4a|覇瞳皇帝との戦いが終わってからしばらくのあいだ。{player}さんと私たちは、平和な時間を過ごしていました。
vo_adv_9003500_004.m4a|そのギルドの名は──【レイジ・レギオン】。
vo_adv_9003500_006.m4a|鉱石のワイバーンを従える歌姫、ランファさん。
vo_adv_9003500_009.m4a|そして、ギルドマスター……ドラゴン族の剣士、ゼーンさん。
vo_adv_9003500_013.m4a|そこで待っていたゼーンさんは、とってもとっても強かったみたいです。でも……
vo_adv_9003500_015.m4a|これで「めでたしめでたし」、ってなったら良かったんだけど……
vo_adv_9003500_020.m4a|まっ、待ってふたりともーっ！
vo_adv_9003507_005.m4a|ま、まるで悪いひとのセリフです……
vo_adv_9003507_019.m4a|ほら、ミソギも！
vo_adv_9003511_005.m4a|ま、まるで悪いひとのセリフです……
vo_adv_9004009_001.m4a|ふむふむ……低い温度で……ゆっくりと……ちゃんとメモしておきました！
vo_adv_9004009_007.m4a|おいしいサーターアンダギーの作り方を教わっていたんです。
vo_adv_9004009_016.m4a|あの……{player}さん。その、今日はちょっとだけ多く作り過ぎてしまったので……あなたに一つあげるので、食べてもらえますか……？
vo_adv_9004009_017.m4a|へ、変な意味はありませんからね！？味見、味見をしてもらうだけですから！
vo_adv_9005006_002.m4a|それは驚いてるだけでしょ、ミソギ。でも、あの人はへんたいふしんしゃさんですからね。それにあった贈り物がいいと思います。
vo_adv_9005006_004.m4a|まっ、待ってください！　真剣に考えなくていいです！その、へんたいふしんしゃっていうのは、普通のへんたいふしんしゃっていう意味なので……！
