vo_adv_1017009_000.m4a|…………
vo_adv_5076004_017.m4a|そのあと、みんな寂しそうに遠吠えをし始めたでしょ～？帰りたくなってる証拠さ～
vo_adv_5076004_020.m4a|あは〜、サーターアンダギーを探してるの〜？今日も作ってきたから安心するさ〜！　はい、どうぞー！
vo_adv_5076004_022.m4a|あは～！　おいしかったのは分かったから、ちょっと落ち着くさ～！くすぐったいさ～！
vo_adv_5076004_027.m4a|そうだね～！博士、他になにか分かったことはあるの～？
vo_adv_5076004_033.m4a|……？　わたあめちゃん、どうしたさ～？もしかして、一緒に行きたいの～？
vo_adv_5076004_040.m4a|狭い研究所のなかにずっといるのも窮屈で、かわいそうだもんね～博士、どうかな～？
vo_adv_5076004_043.m4a|でーじありがとうね～！それじゃ、わたあめちゃんも一緒に行くよ～！
vo_adv_5076004_045.m4a|なにか手がかりがあるといいね～博士の研究も大事だけど、わたあめちゃんのこともさ～
vo_adv_5076004_049.m4a|わたあめちゃん！？　ちっちゃいほうの！？まだ街に残ってたの〜！？
vo_adv_5076004_055.m4a|よいしょ、よいしょ……ん〜、どこにも見当たらないね〜
vo_adv_5076004_057.m4a|今来たちっちゃいわたあめちゃんを探してたんだよ〜でも、どこにもいないみたいだね〜それに、震えも止まってるさ〜
vo_adv_5076004_059.m4a|そうみたいだね〜！それより、まだ私たちが捕まえてなかった子もいたみたいさ〜
vo_adv_5076004_065.m4a|みんな、こっちに向かってきてるさー！
vo_adv_5076004_068.m4a|みんな！　巻き込まれないように離れるさー！
vo_adv_5076004_070.m4a|あは〜、やっと震えが止まったみたいだね〜！合体おつかれさま〜！　はい、サーターアンダギーだよ〜！
vo_adv_5076004_074.m4a|そうだね～！それじゃあ、散歩……じゃなくて、怪異探しを再開するさ～！
vo_adv_5076004_077.m4a|う〜ん……体が大きくなったせいで、霊力も強くなったのかな〜？それで、他の妖魔の反応に干渉しちゃってるのかもね〜？
vo_adv_5076004_082.m4a|こ～ら、甘いものばっか食べすぎさ～！そんなんじゃ体に悪いよ～
vo_adv_5076004_084.m4a|この調子じゃ、ハロウィンフェスティバルまでに、私たちのお金も屋台の在庫もなくなっちゃうさ～！
vo_adv_5076004_085.m4a|ほら～！　食べた分、散歩するよ～？健康のために、散歩に連れ出したんだからね～
vo_adv_5076004_094.m4a|みんな落ち着くさ～わたあめちゃんのことを、よ～く見てみてほしいさ～？
vo_adv_5076004_096.m4a|どうかな～？　おいしそうにスイーツを食べてるだけさ～！な～んにも悪さなんて、一つもしてないよ～？
vo_adv_5076004_104.m4a|分かってるさ〜！　けど、そんなことにはならないよ〜私たちがしっかりと面倒みるから任せてほしいさ〜！
vo_adv_5076004_108.m4a|やっぱり捕まえた私たちが、最後まで責任を持って、しっかり保護しなきゃだね～
vo_adv_5076004_109.m4a|野放しのまま大きくなってたら、もしかしたら害獣として駆除されてたかもしれなかったからね〜
vo_adv_5076004_111.m4a|わたあめちゃん、私たちがついてるからね～なんくるないさ～！
vo_adv_5076004_115.m4a|ん～、いないわけじゃないと思うんだけど、なんだか影を潜めたって感じさ～
vo_adv_5076004_116.m4a|ジャックが言ってた超特級クラスの妖魔……もしかしたら、そいつに怯えて出てこないのかもしれないね～
vo_adv_5076004_117.m4a|昨日の叫び声のこともあるし、用心するにこしたことはないさ～今日のところはひとまず解散にしようか～
vo_adv_5076004_120.m4a|わたあめちゃん、ハイタ～イ！今日もサーターアンダギー、でーじいっぱい持ってきたさ～！
vo_adv_5076004_121.m4a|…………？　返事がないね～？
vo_adv_5076004_126.m4a|どういうことさー！？
vo_adv_5076004_130.m4a|そっか～……わたあめちゃん……
vo_adv_5076004_133.m4a|二人とも慰めてくれてありがとうね～けど、私は落ち込んでないよ～！
vo_adv_5076004_134.m4a|スズナの言う通り、いいことだからね～！それに、きっと野生の勘が戻ったんだろうね～！
vo_adv_5076004_137.m4a|なんくるないさ～！　きっとまたいいことあるさ～！
vo_adv_5076004_143.m4a|あは～、みんなにはやっぱりバレてたね～
vo_adv_5076004_144.m4a|……本当はね、ちょっぴり寂しいさ～
vo_adv_5076004_145.m4a|短い間だったけど、お世話もしてたから、ちゃんと見送ってあげたかったさ～
vo_adv_5076004_146.m4a|でも、さっきも言ったけど、わたあめちゃんにとってはいいことさ～！だから、私が落ち込んでても仕方ないさ～！
vo_adv_5076004_153.m4a|妖魔だけど、サーカスの一員だったのかな～？毎年、この時期だけ霊界から来てるのかもしれないね～
vo_adv_5076004_154.m4a|もしそうなら、ちゃんとお別れの挨拶をしたいさ～！お家に帰れてよかったね、って！
vo_adv_5076005_001.m4a|みんな、宣伝してた犬を見に来たのかな〜？
vo_adv_5076005_007.m4a|間違いないさ～！あの子は、わたあめちゃんさ～！
vo_adv_5076005_013.m4a|なんだか……様子がおかしいさ～？
vo_adv_5076005_021.m4a|嫌な空気だね～……わたあめちゃん、いつもこんなことをしていたさ～……？
vo_adv_5076005_028.m4a|わたあめちゃん……
vo_adv_5076005_031.m4a|みんなはどう思うさ～？わたあめちゃんのお家って、あのサーカスなのかな～？
vo_adv_5076005_036.m4a|やっぱりそうだよね～？本当にサーカスの一員なのか、確かめに行ってくるさ～
vo_adv_5076005_037.m4a|みんなには、博士から頼まれてる怪異の回収をお願いしてもいいかな～？
vo_adv_5076005_039.m4a|あは～、危ないことはしないから大丈夫さ～ちょっと様子を覗いてくるだけだから安心するさ～
vo_adv_5076005_043.m4a|私たちは、４人のチーム……ハロウィンセイバーズさ～！
vo_adv_5076005_046.m4a|みんな……でーじありがとうね～！それじゃあ、サーカス団の様子を探ってみるさ～！
vo_adv_5076005_058.m4a|あは〜、二人とも心強いさ〜！私も負けてらんないよ〜！
vo_adv_5076005_059.m4a|わたあめちゃん、待っててね～すぐ会いに行くさ～
vo_adv_5076005_065.m4a|この前もあった叫び声さ～……？
vo_adv_5076005_068.m4a|今度は、わたあめちゃんの声さー！？なんかでーじ怒ってるさー！
vo_adv_5076005_073.m4a|わ、わたあめちゃん！　落ち着くさー！一体なにがあったさー！
vo_adv_5076005_075.m4a|私のこと、分かるかなー？
vo_adv_5076005_077.m4a|わたあめちゃん……
vo_adv_5076005_083.m4a|どういうことか、話してもらうさ～私たちを知ってるみたいだね～？
vo_adv_5076005_090.m4a|わたあめちゃん、一人にして悪かったさ～いい子だから、私たちと一緒に行こ～？
vo_adv_5076005_092.m4a|わ、わたあめちゃん！落ち着いて……私が分からないの～……？
vo_adv_5076005_094.m4a|ジャック！？
vo_adv_5076005_096.m4a|それより、どうしてここに来たさ～？探してる妖魔はいいの～？
vo_adv_5076005_098.m4a|ええ～！？
vo_adv_5076005_102.m4a|そしたら、このサーカスに誘拐されて……ひどい仕打ちを受けて怒っちゃったさ～……
vo_adv_5076005_108.m4a|だから、おっきくなったあとは、他の妖魔は怖がって街に出てこなかったんだね～……
vo_adv_5076005_117.m4a|わたあめちゃんが、大変な妖魔だってことは分かったさ……でも、話してても仕方ないさー！
vo_adv_5076005_120.m4a|行こう、ハロウィンセイバーズの大仕事さ～！
vo_adv_5076006_003.m4a|わたあめちゃん、待って！　落ち着くさ～！
vo_adv_5076006_005.m4a|そんな……！
vo_adv_5076006_012.m4a|怒ってても、相変わらず甘い物好きみたいだね～……
vo_adv_5076006_016.m4a|え、えっと……ちょっといろいろあってああなっちゃって、それで逃げ出しちゃって……
vo_adv_5076006_018.m4a|でも誰も怪我させてないさ～！や、屋台は壊されちゃったけど……
vo_adv_5076006_024.m4a|そ、そんな……
vo_adv_5076006_037.m4a|でも、屋台のスイーツは全部食べ尽くしちゃったみたいさ～……
vo_adv_5076006_044.m4a|悪くないと思うさ～！走って、ランドソルの外まで誘導するさ～！
vo_adv_5076006_046.m4a|人けのない平原なら被害も出ないし、騎士団の人たちも、私たちに任せてくれるかもしれないさ～！
vo_adv_5076006_050.m4a|{player}、任せたよー！わたあめちゃんのために、よろしくねー！
vo_adv_5076006_057.m4a|ほら二人とも、遊んでる場合じゃないさ〜スズナの手伝いをするよ〜！
vo_adv_5076006_063.m4a|でも、これならわたあめちゃんも追いかけてくれそうだね〜！
vo_adv_5076006_067.m4a|{player}、あとは任せたさー！キミならきっとできるさー！
vo_adv_5076006_074.m4a|やっさーやっさー！　でーじがんばれ～！
vo_adv_5076006_080.m4a|ジャックが踏み潰されたさ～！？
vo_adv_5076006_083.m4a|それより、{player}のペースが落ちてきたさー！もう限界かも……追いつかれちゃうよー！
vo_adv_5076006_087.m4a|それに、一生懸命走ってくれたおかげで、街からだいぶ離れられたさ～！
vo_adv_5076006_088.m4a|さあ、ここからが本番だよー！わたあめちゃんを、絶対に止めてみせるさー！
vo_adv_5076006_091.m4a|それは私もそうだよ～……今のが正体だとしても、私たちにとってはかわいい時のわたあめちゃんが本物さ～！
vo_adv_5076008_000.m4a|よしよし、いい子だね～！
vo_adv_5076008_002.m4a|みんなのおかげさ～！{player}も、よく走ったさ～ね！
vo_adv_5076008_017.m4a|あっ、博士ー！　こっちこっちー！わたあめちゃん帰ってきたよー！
vo_adv_5076008_021.m4a|あは～、残念だったね～わたあめちゃんは、もういつも通りさ～！
vo_adv_5076008_023.m4a|そういえば、変な叫び声のことはどうなったさ～？
vo_adv_5076008_028.m4a|そっか～、いつもわたあめちゃんに何かあった時だったね～
vo_adv_5076008_029.m4a|現実界に影響を与えてるなんて、わたあめちゃんは、すごい妖魔さ～！
vo_adv_5076008_036.m4a|……博士、それは本当さ～？証明する材料は揃ったの～？
vo_adv_5076008_038.m4a|あは～、論文そんなんでいいの〜？なんていい加減な研究なんだろうね～
vo_adv_5076008_042.m4a|みんな……気を引き締めるさ～……
vo_adv_5076008_050.m4a|ジャック、そんなに驚いてどうしたさ～？霊界から来たし、知り合いなの～？
vo_adv_5076008_057.m4a|ほ、本当に霊界の王なの～……？全然そんな風には見えないさ～……？
vo_adv_5076008_066.m4a|ハイタ〜イ！　なになに〜？
vo_adv_5076008_071.m4a|なんくるないさ～！わたあめちゃんの飼い主が見つかってよかったさ～！
vo_adv_5076008_073.m4a|それより、どうしてわたあめちゃんだけ現実界に来たの～？
vo_adv_5076008_079.m4a|あは～、腹ペコだったんだね～！どうりですっごい食べっぷりだったわけさ～！
vo_adv_5076008_092.m4a|なるほどさ～だからジャックが代わりに来たってことなんだね～！
vo_adv_5076008_098.m4a|王様、安心するさ～！私たちが、ちゃんと面倒を見ていたさ～！
vo_adv_5076008_100.m4a|そうさ～私は、犬の獣人族だよ～！
vo_adv_5076008_104.m4a|もちろんさ～！
vo_adv_5076008_110.m4a|そっか〜残念だけど、そういうことなら仕方ないさ〜
vo_adv_5076008_117.m4a|わたあめちゃん、元気でね～！また、一緒にサーターアンダギー食べようね～！
vo_adv_5076008_126.m4a|了解さ～！　ジャックも、ハロウィン楽しんでね～！
vo_adv_5076008_128.m4a|なんくるないさ～！……でも、博士の言ってる大厄災って結局なんだったわけ～？
vo_adv_5076008_131.m4a|でも、博士の研究を手伝ってわたあめちゃんを捕まえなかったら、もっと大変なことになってたかもしれないさ～？
vo_adv_5076008_132.m4a|私たちが捕まえたから、王様にすぐ返すことができたさ～最初からあのサーカス団に捕まってたら、サーターアンダギーの味も知らなかったさ～ね～
vo_adv_5076008_134.m4a|科学者だっていうわりに根拠は薄かったけど、意外とすごい人だったのかもね……？
vo_adv_5076008_141.m4a|私ももちろん協力するさ〜！またわたあめちゃんにも会えるかもしれないからね〜！
vo_adv_5076008_147.m4a|ハロウィンフェスティバルも始まるし、思いっきり羽を伸ばそうねー！私たちのハロウィンは、ここからスタートさー！
vo_adv_5076101_000.m4a|あは〜、もうすぐハロウィンの時期だね〜！でーじ楽しみやっさ〜！
vo_adv_5076101_003.m4a|……あれ？あそこにいるの、{player}だよ〜！
vo_adv_5076101_007.m4a|世界の運命は……私たちの肩にかかってるさー！
vo_adv_5076301_002.m4a|……そうだっ！　わたあめちゃんと遊びまくるさ～！いっぱい遊んだら、きっと私たちのことを思い出してくれるはず！
vo_adv_5076321_004.m4a|あは～♪　私たちもわたあめちゃん大好きさ～！　いっぱい遊ぼうね～！ところで、さっきから気になってたんだけど……王様の隣に私たちそっくりな子がいるけど、誰ね～？
vo_adv_5076402_004.m4a|わたあめちゃーんっ！あは～♪　そんなに顔をぺろぺろされるとくすぐったいさ～♪
vo_adv_5076403_000.m4a|わたあめちゃんと遊んだのはこれで10回目さ～！暴れてるわたあめちゃんと遊ぶのは大変だけど……ニノンのおかげで、誰もケガしないで済んでるさ～♪
vo_adv_5076404_002.m4a|ん～？　別にこのお菓子、山吹色じゃないよ～？それはそうと、差し入れありがとね～♪いっぱい遊んでお腹空いてたから、ちょうど良かったさ～！
vo_adv_5076405_002.m4a|うん！　わたあめちゃんはヘルドッグ……この世界を食べ尽くす力を持ってるさ～そんなに強いんだから、私たちを一瞬で倒すこともできたはずさ～？
vo_adv_5076405_003.m4a|けど、わたあめちゃんはそうしなかったさ～！あの子は、お菓子と遊びが大好きな優しいわたあめちゃんのままだよ～♪
vo_adv_5076411_000.m4a|ここまでいろいろあったけど……わたあめちゃんを元のいい子に戻して、霊界に帰してあげて……ハロウィンセイバーズ、大勝利さ～♪
vo_adv_5076411_001.m4a|でも正直……わたあめちゃんとお別れしちゃうのは、ちょっぴり寂しいさ～……
vo_adv_5084003_002.m4a|カスミが探偵の仕事でいないのは残念だね～みんな揃って行けば楽しかったのにね～♪
vo_adv_5084003_007.m4a|う～ん、原因が分からないんさ～？なんくるないといいんだけどね～……ん～……あ！　そうさ～！　今日一日、私がそばで目覚めのダンスを……
vo_adv_5084003_056.m4a|そうさ～♪こんなふうに、歌って踊りながら見回りするくらいがちょうどいいよ～♪彼もいつも、こんなふうに楽しそうだったよ～♪
vo_adv_5084003_062.m4a|いいさいいさ～♪リズムに身を任せるのがダンスの極意よ～♪
vo_adv_5084618_000.m4a|キミ、いつまで寝てるのかな？キミがいないと歌も踊りも調子が乗らないさ……
vo_adv_5084618_001.m4a|すごく寂しいけど、案外キミにとっては必要なことなのかもしれないね。
vo_adv_5084618_002.m4a|キミってばいつも誰かのために頑張りすぎてたから、たまには流れに身を任せ、のんびり休むのも必要さ～
vo_adv_5084618_003.m4a|だから私も今はのんびり待つことにするさ。それでキミが起きたらいーっぱい楽しいことするさ～！
vo_adv_6076101_000.m4a|わたあめちゃんって、でーじかわいいよね～♪目も耳も尻尾も、ぜーんぶかわいいけど……キミはわたあめちゃんのどこが一番かわいいと思うね～？
vo_adv_6076101_001.m4a|うんうん！　あのもふもふ、最高だよね～♪わたあめみたいでかわいいし、触るとふわふわで気持ちいいし！……話してたらうずうずしてきたさ～！　一緒にもふもふしに行こ！
vo_adv_6076101_002.m4a|そうだよね～、もぐもぐお菓子食べてるところ、でーじかわいいよね～♪後でたくさんサーターアンダギー作ってあげよっと！……ん～？　作るの手伝ってくれるの？　ありがと～！　助かるさ～♪
vo_adv_6076102_000.m4a|ハロウィンセイバーズの制服、大のお気に入りさ～！開放的で動きやすくて、でーじ着心地がいいんだよ〜！ねえねえ！　キミはこの制服のどこら辺が好き〜？
vo_adv_6076102_001.m4a|私もこれ大好きさ～！　前からこういうの憧れてたんだ～だってキミがいつも羽織ってるマント、カッコいいからね～♪これで私たち、マント仲間さ～！
vo_adv_6076102_002.m4a|あは〜！　キミも物好きだね〜！　かわいいし性能もすごいんだよ～？しっかりわたあめちゃんを捕まえて絶対に離さないさ～♪あ、それに、触るとぷにぷにで気持ちいいよ？　触ってみるさ～♪
vo_adv_6076103_000.m4a|博士がいろいろ難しいこと話してたけど……本当に大厄災って起こるのかな～？　私にはよく分からないよ〜……ねえねえ、キミはその辺どう思ってるの～？
vo_adv_6076103_001.m4a|そっか～、キミがそう言うのなら信じられる人なんだろうね～♪だって、キミって人を見る目があるからね～♪博士の言ってることはよく分かんないけど、信じて頑張るさ～！
vo_adv_6076103_002.m4a|さすがだね〜！　そういう責任感が強いところ、尊敬してるよ〜！私も、博士の研究のことはよく分からないけど、わたあめちゃんへの責任感は負けてないさー！　一緒に頑張ろうね〜！
vo_adv_6076104_000.m4a|わたあめちゃんって、いつもでーじおいしそうにサーターアンダギーを食べてくれるよね～♪けど、もっと喜んでもらいたいから、少しアレンジしてみようかな～？
vo_adv_6076104_001.m4a|なるほど～、ワンちゃんって骨が大好きだもんね～！さすがキミ！　ナイスアイデアさ～♪　早速作ってみよっと！ホネホネサーターアンダギーが完成したら、一度試食してみてね～♪
vo_adv_6076104_002.m4a|サーターアンダギーの甘さとジャーキーのしょっぱさとで、どんな味になるのか想像もつかないさ～！　けど面白いアイデアかもね～他にも何か思いついたら、どんどん教えてほしいさ～♪
vo_adv_6076105_000.m4a|ハロウィンシーズンになると幽霊が増える、ってキミは言ってたよね～？もうすぐハロウィン本番だし、そろそろ幽霊が出てもおかしくないさ～もし悪い幽霊と出会ったら、どうするのが一番だと思うね～？
vo_adv_6076105_001.m4a|そうだね～、悪い幽霊なら戦ってでもなんとかしないと！……けど、多分こっちの攻撃は当たらないよね～？なら話し合いで解決するさ～！　話せば分かってくれるはずだよ〜！
vo_adv_6076105_002.m4a|私たちじゃ、幽霊相手だと手も足も出ないもんね～……いったん逃げて、幽霊と戦える人を呼ぶとするさ～！誰かに頼るのは、全然悪いことじゃないからね～♪
vo_adv_9004009_000.m4a|サーターアンダギーは、揚げる温度が大切さ～低めの温度でゆっくり揚げるって覚えてね～
vo_adv_9004009_006.m4a|博士の研究協力兼、お菓子作り教室をやってたところさ～♪
vo_adv_9004009_008.m4a|わたあめちゃんのことを考えながらスズナやニノンとお菓子作りしてたら、のめり込んじゃってね～
vo_adv_9004009_014.m4a|ははっ、決まりだね～♪それじゃあ、はりきっておいしいサーターアンダギーを作っていくさ～♪
vo_adv_9004009_022.m4a|みんな楽しそうにサーターアンダギーを作ってくれて、なんだか幸せさ～♪
vo_adv_9005014_005.m4a|手伝いに来たさーっ！私たちが来れば百人力よーっ♪
vo_adv_9005014_012.m4a|パトロールしてても街の人たちは何も知らない感じだったね～？ふっしぎさ～♪とにかく手伝うよ～、なんでも言ってさ～！
